vehicle_id,Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating,is_bev,is_phev,is_conv_hybrid
GMC_YUKON XL 4WD_Suv - Standard_Conventional/Hybrid_A10,,GMC,YUKON XL 4WD,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A10,Z,,17.1,11.3,14.5,19.0,,,,,,,340,,,0,0,1
HONDA_ACCORD_Full-Size_Conventional/Hybrid_AV,,HONDA,ACCORD,Full-Size,Conventional/Hybrid,1.5,4.0,,AV,X,,7.9,6.3,7.2,39.0,,,,,,,168,,,0,0,1
HONDA_ACCORD_Full-Size_Conventional/Hybrid_AV7,,HONDA,ACCORD,Full-Size,Conventional/Hybrid,1.5,4.0,,AV7,X,,8.2,6.8,7.6,37.0,,,,,,,177,,,0,0,1
HONDA_ACCORD_Full-Size_Conventional/Hybrid_M6,,HONDA,ACCORD,Full-Size,Conventional/Hybrid,1.5,4.0,,M6,X,,8.9,6.7,7.9,36.0,,,,,,,185,,,0,0,1
HONDA_ACCORD_Full-Size_Conventional/Hybrid_M6,,HONDA,ACCORD,Full-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,10.7,7.3,9.2,31.0,,,,,,,214,,,0,0,1
HONDA_ACCORD SPORT/TOURING_Mid-Size_Conventional/Hybrid_AS10,,HONDA,ACCORD SPORT/TOURING,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS10,X,,10.4,7.4,9.1,31.0,,,,,,,211,,,0,0,1
HONDA_ACCORD HYBRID_Full-Size_Conventional/Hybrid_AV,,HONDA,ACCORD HYBRID,Full-Size,Conventional/Hybrid,2.0,4.0,,AV,X,,5.0,5.1,5.1,55.0,,,,,,,118,,,0,0,1
HONDA_CIVIC COUPE_Compact_Conventional/Hybrid_AV,,HONDA,CIVIC COUPE,Compact,Conventional/Hybrid,1.5,4.0,,AV,X,,7.5,5.9,6.8,42.0,,,,,,,158,,,0,0,1
HONDA_CIVIC COUPE_Compact_Conventional/Hybrid_M6,,HONDA,CIVIC COUPE,Compact,Conventional/Hybrid,1.5,4.0,,M6,X,,7.7,5.7,6.8,42.0,,,,,,,158,,,0,0,1
HONDA_CIVIC COUPE Si_Compact_Conventional/Hybrid_M6,,HONDA,CIVIC COUPE Si,Compact,Conventional/Hybrid,1.5,4.0,,M6,Z,,8.4,6.2,7.4,38.0,,,,,,,173,,,0,0,1
HONDA_CIVIC HATCHBACK SPORT_Full-Size_Conventional/Hybrid_AV7,,HONDA,CIVIC HATCHBACK SPORT,Full-Size,Conventional/Hybrid,1.5,4.0,,AV7,Z,,7.9,6.6,7.3,39.0,,,,,,,170,,,0,0,1
HONDA_CIVIC HATCHBACK SPORT_Full-Size_Conventional/Hybrid_M6,,HONDA,CIVIC HATCHBACK SPORT,Full-Size,Conventional/Hybrid,1.5,4.0,,M6,Z,,8.0,6.2,7.2,39.0,,,,,,,167,,,0,0,1
HONDA_CIVIC SEDAN Si_Mid-Size_Conventional/Hybrid_M6,,HONDA,CIVIC SEDAN Si,Mid-Size,Conventional/Hybrid,1.5,4.0,,M6,Z,,8.4,6.2,7.4,38.0,,,,,,,173,,,0,0,1
HONDA_CIVIC TYPE R_Full-Size_Conventional/Hybrid_M6,,HONDA,CIVIC TYPE R,Full-Size,Conventional/Hybrid,2.0,4.0,,M6,Z,,10.6,8.3,9.6,29.0,,,,,,,224,,,0,0,1
HONDA_FIT_Station Wagon - Small_Conventional/Hybrid_AV,,HONDA,FIT,Station Wagon - Small,Conventional/Hybrid,1.5,4.0,,AV,X,,7.0,5.9,6.5,43.0,,,,,,,151,,,0,0,1
HONDA_FIT_Station Wagon - Small_Conventional/Hybrid_AV7,,HONDA,FIT,Station Wagon - Small,Conventional/Hybrid,1.5,4.0,,AV7,X,,7.6,6.5,7.0,40.0,,,,,,,166,,,0,0,1
HONDA_ODYSSEY_Minivan_Conventional/Hybrid_AS9,,HONDA,ODYSSEY,Minivan,Conventional/Hybrid,3.5,6.0,,AS9,X,,12.6,8.4,10.7,26.0,,,,,,,252,,,0,0,1
HONDA_ODYSSEY TOURING_Minivan_Conventional/Hybrid_AS10,,HONDA,ODYSSEY TOURING,Minivan,Conventional/Hybrid,3.5,6.0,,AS10,X,,12.2,8.5,10.6,27.0,,,,,,,247,,,0,0,1
HYUNDAI_ELANTRA_Mid-Size_Conventional/Hybrid_AM7,,HYUNDAI,ELANTRA,Mid-Size,Conventional/Hybrid,1.6,4.0,,AM7,X,,8.9,7.0,8.1,35.0,,,,,,,189,,,0,0,1
HYUNDAI_ACCENT_Compact_Conventional/Hybrid_AS6,,HYUNDAI,ACCENT,Compact,Conventional/Hybrid,1.6,4.0,,AS6,X,,8.3,6.2,7.4,38.0,,,,,,,173,,,0,0,1
HYUNDAI_ACCENT_Compact_Conventional/Hybrid_M6,,HYUNDAI,ACCENT,Compact,Conventional/Hybrid,1.6,4.0,,M6,X,,8.2,6.3,7.3,39.0,,,,,,,173,,,0,0,1
HYUNDAI_ELANTRA_Mid-Size_Conventional/Hybrid_M6,,HYUNDAI,ELANTRA,Mid-Size,Conventional/Hybrid,1.6,4.0,,M6,X,,10.7,7.8,9.4,30.0,,,,,,,221,,,0,0,1
HYUNDAI_ELANTRA_Mid-Size_Conventional/Hybrid_M6,,HYUNDAI,ELANTRA,Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,9.3,6.4,8.0,35.0,,,,,,,188,,,0,0,1
HYUNDAI_ELANTRA GT_Full-Size_Conventional/Hybrid_AM7,,HYUNDAI,ELANTRA GT,Full-Size,Conventional/Hybrid,1.6,4.0,,AM7,X,,9.2,7.1,8.3,34.0,,,,,,,194,,,0,0,1
HYUNDAI_ELANTRA GT_Full-Size_Conventional/Hybrid_M6,,HYUNDAI,ELANTRA GT,Full-Size,Conventional/Hybrid,1.6,4.0,,M6,X,,10.7,8.1,9.6,29.0,,,,,,,226,,,0,0,1
HYUNDAI_ELANTRA GT_Full-Size_Conventional/Hybrid_AS6,,HYUNDAI,ELANTRA GT,Full-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.4,7.2,8.4,34.0,,,,,,,198,,,0,0,1
HYUNDAI_ELANTRA GT_Full-Size_Conventional/Hybrid_M6,,HYUNDAI,ELANTRA GT,Full-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,9.8,7.3,8.7,32.0,,,,,,,205,,,0,0,1
HYUNDAI_IONIQ_Full-Size_Conventional/Hybrid_AM6,,HYUNDAI,IONIQ,Full-Size,Conventional/Hybrid,1.6,4.0,,AM6,X,,4.3,4.4,4.3,66.0,,,,,,,102,,,0,0,1
HYUNDAI_KONA_Suv - Small_Conventional/Hybrid_AS6,,HYUNDAI,KONA,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.6,7.0,7.9,36.0,,,,,,,186,,,0,0,1
HYUNDAI_KONA AWD_Suv - Small_Conventional/Hybrid_AM7,,HYUNDAI,KONA AWD,Suv - Small,Conventional/Hybrid,1.6,4.0,,AM7,X,,9.0,8.0,8.6,33.0,,,,,,,201,,,0,0,1
HYUNDAI_KONA AWD_Suv - Small_Conventional/Hybrid_AS6,,HYUNDAI,KONA AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.2,7.8,8.6,33.0,,,,,,,202,,,0,0,1
HYUNDAI_SANTA FE SPORT ULTIMATE AWD_Suv - Small_Conventional/Hybrid_AS6,,HYUNDAI,SANTA FE SPORT ULTIMATE AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.5,9.6,11.2,25.0,,,,,,,264,,,0,0,1
HYUNDAI_SONATA_Full-Size_Conventional/Hybrid_AS8,,HYUNDAI,SONATA,Full-Size,Conventional/Hybrid,2.0,4.0,,AS8,X,,10.4,7.4,9.1,31.0,,,,,,,212,,,0,0,1
HYUNDAI_SONATA_Full-Size_Conventional/Hybrid_AS6,,HYUNDAI,SONATA,Full-Size,Conventional/Hybrid,2.4,4.0,,AS6,X,,9.8,6.9,8.5,33.0,,,,,,,202,,,0,0,1
HYUNDAI_SONATA HYBRID_Mid-Size_Conventional/Hybrid_AM6,,HYUNDAI,SONATA HYBRID,Mid-Size,Conventional/Hybrid,2.0,4.0,,AM6,X,,6.0,5.3,5.7,50.0,,,,,,,135,,,0,0,1
HYUNDAI_SONATA HYBRID SE_Mid-Size_Conventional/Hybrid_AM6,,HYUNDAI,SONATA HYBRID SE,Mid-Size,Conventional/Hybrid,2.0,4.0,,AM6,X,,5.9,5.1,5.6,50.0,,,,,,,132,,,0,0,1
HYUNDAI_TUCSON AWD_Suv - Small_Conventional/Hybrid_AM7,,HYUNDAI,TUCSON AWD,Suv - Small,Conventional/Hybrid,1.6,4.0,,AM7,X,,9.9,8.5,9.3,30.0,,,,,,,221,,,0,0,1
INFINITI_Q50 AWD_Mid-Size_Conventional/Hybrid_AS7,,INFINITI,Q50 AWD,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS7,Z,,10.7,8.6,9.7,29.0,,,,,,,228,,,0,0,1
INFINITI_Q50 AWD_Mid-Size_Conventional/Hybrid_AS7,,INFINITI,Q50 AWD,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.4,8.7,10.8,26.0,,,,,,,253,,,0,0,1
INFINITI_Q50 AWD RED SPORT_Mid-Size_Conventional/Hybrid_AS7,,INFINITI,Q50 AWD RED SPORT,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.5,9.3,11.1,25.0,,,,,,,260,,,0,0,1
INFINITI_Q60 AWD_Subcompact_Conventional/Hybrid_AS7,,INFINITI,Q60 AWD,Subcompact,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.3,8.6,10.7,26.0,,,,,,,251,,,0,0,1
INFINITI_Q60 AWD RED SPORT_Subcompact_Conventional/Hybrid_AS7,,INFINITI,Q60 AWD RED SPORT,Subcompact,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.5,9.2,11.0,26.0,,,,,,,259,,,0,0,1
INFINITI_Q70 AWD_Mid-Size_Conventional/Hybrid_AS7,,INFINITI,Q70 AWD,Mid-Size,Conventional/Hybrid,5.6,8.0,,AS7,Z,,14.9,10.3,12.8,22.0,,,,,,,301,,,0,0,1
INFINITI_QX60 AWD_Suv - Small_Conventional/Hybrid_AV7,,INFINITI,QX60 AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AV7,Z,,12.5,9.0,10.9,26.0,,,,,,,257,,,0,0,1
JAGUAR_F-PACE 20d_Suv - Small_Conventional/Hybrid_AS8,,JAGUAR,F-PACE 20d,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS8,D,,8.9,7.2,8.1,35.0,,,,,,,218,,,0,0,1
JAGUAR_F-PACE 25t_Suv - Small_Conventional/Hybrid_AS8,,JAGUAR,F-PACE 25t,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.7,8.8,9.9,29.0,,,,,,,227,,,0,0,1
JAGUAR_F-TYPE CONVERTIBLE_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE CONVERTIBLE,Two-Seater,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.2,7.8,9.2,31.0,,,,,,,215,,,0,0,1
JAGUAR_F-TYPE CONVERTIBLE R-DYNAMIC_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.4,8.8,10.8,26.0,,,,,,,253,,,0,0,1
JAGUAR_F-TYPE CONVERTIBLE R-DYNAMIC_Two-Seater_Conventional/Hybrid_M6,,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,Two-Seater,Conventional/Hybrid,3.0,6.0,,M6,Z,,15.3,10.0,12.9,22.0,,,,,,,302,,,0,0,1
JAGUAR_F-TYPE CONVERTIBLE R-DYNAMIC AWD_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.0,9.2,11.3,25.0,,,,,,,265,,,0,0,1
JAGUAR_F-TYPE COUPE_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE COUPE,Two-Seater,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.2,7.8,9.2,31.0,,,,,,,215,,,0,0,1
JAGUAR_F-TYPE COUPE R-DYNAMIC_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE COUPE R-DYNAMIC,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.4,8.8,10.8,26.0,,,,,,,253,,,0,0,1
JAGUAR_F-TYPE COUPE R-DYNAMIC_Two-Seater_Conventional/Hybrid_M6,,JAGUAR,F-TYPE COUPE R-DYNAMIC,Two-Seater,Conventional/Hybrid,3.0,6.0,,M6,Z,,15.3,10.0,12.9,22.0,,,,,,,302,,,0,0,1
JAGUAR_F-TYPE COUPE R-DYNAMIC AWD_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.0,9.2,11.3,25.0,,,,,,,265,,,0,0,1
JAGUAR_F-TYPE R AWD CONVERTIBLE_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE R AWD CONVERTIBLE,Two-Seater,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.6,10.4,13.3,21.0,,,,,,,311,,,0,0,1
JAGUAR_F-TYPE R AWD COUPE_Two-Seater_Conventional/Hybrid_AS8,,JAGUAR,F-TYPE R AWD COUPE,Two-Seater,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.6,10.4,13.3,21.0,,,,,,,311,,,0,0,1
JAGUAR_XE 25t AWD_Compact_Conventional/Hybrid_AS8,,JAGUAR,XE 25t AWD,Compact,Conventional/Hybrid,2.0,4.0,,AS8,Z,,9.8,6.9,8.5,33.0,,,,,,,200,,,0,0,1
JAGUAR_XF 25t AWD_Mid-Size_Conventional/Hybrid_AS8,,JAGUAR,XF 25t AWD,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.1,7.2,8.8,32.0,,,,,,,207,,,0,0,1
JAGUAR_XJ R-SPORT AWD_Full-Size_Conventional/Hybrid_AS8,,JAGUAR,XJ R-SPORT AWD,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.0,9.0,11.8,24.0,,,,,,,276,,,0,0,1
JAGUAR_XJL PORTFOLIO AWD_Full-Size_Conventional/Hybrid_AS8,,JAGUAR,XJL PORTFOLIO AWD,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.0,9.4,11.9,24.0,,,,,,,280,,,0,0,1
JAGUAR_XJR LWB_Full-Size_Conventional/Hybrid_AS8,,JAGUAR,XJR LWB,Full-Size,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.8,10.3,13.3,21.0,,,,,,,313,,,0,0,1
JEEP_CHEROKEE FFV_Suv - Small_Conventional/Hybrid_A9,,JEEP,CHEROKEE FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,11.0,7.8,9.6,29.0,,,,,,,225,,,0,0,1
JEEP_CHEROKEE FFV_Suv - Small_Conventional/Hybrid_A9,,JEEP,CHEROKEE FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,E,,15.5,10.5,13.3,21.0,,,,,,,218,,,0,0,1
JEEP_CHEROKEE 4X4 ACTIVE DRIVE I FFV_Suv - Small_Conventional/Hybrid_A9,,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,11.3,8.4,10.0,28.0,,,,,,,235,,,0,0,1
JEEP_CHEROKEE 4X4 ACTIVE DRIVE I FFV_Suv - Small_Conventional/Hybrid_A9,,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,E,,16.3,11.3,14.0,20.0,,,,,,,231,,,0,0,1
JEEP_CHEROKEE 4X4 ACTIVE DRIVE II_Suv - Small_Conventional/Hybrid_A9,,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,11.4,8.7,10.2,28.0,,,,,,,239,,,0,0,1
JEEP_COMPASS_Suv - Small_Conventional/Hybrid_A6,,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,10.6,7.6,9.3,30.0,,,,,,,218,,,0,0,1
JEEP_COMPASS_Suv - Small_Conventional/Hybrid_M6,,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,2.4,4.0,,M6,X,,10.4,7.3,9.0,31.0,,,,,,,211,,,0,0,1
JEEP_COMPASS 4X4_Suv - Small_Conventional/Hybrid_A9,,JEEP,COMPASS 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,10.8,7.8,9.5,30.0,,,,,,,222,,,0,0,1
JEEP_COMPASS 4X4_Suv - Small_Conventional/Hybrid_M6,,JEEP,COMPASS 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,M6,X,,10.8,7.6,9.4,30.0,,,,,,,221,,,0,0,1
JEEP_GRAND CHEROKEE 4X4_Suv - Standard_Conventional/Hybrid_A8,,JEEP,GRAND CHEROKEE 4X4,Suv - Standard,Conventional/Hybrid,3.0,6.0,,A8,D,,11.2,8.5,10.0,28.0,,,,,,,268,,,0,0,1
JEEP_GRAND CHEROKEE 4X4_Suv - Standard_Conventional/Hybrid_A8,,JEEP,GRAND CHEROKEE 4X4,Suv - Standard,Conventional/Hybrid,5.7,8.0,,A8,X,,16.7,10.9,14.1,20.0,,,,,,,331,,,0,0,1
JEEP_GRAND CHEROKEE 4X4 SRT_Suv - Standard_Conventional/Hybrid_A8,,JEEP,GRAND CHEROKEE 4X4 SRT,Suv - Standard,Conventional/Hybrid,6.4,8.0,,A8,Z,,18.3,12.6,15.7,18.0,,,,,,,368,,,0,0,1
JEEP_GRAND CHEROKEE 4X4 TRACKHAWK_Suv - Standard_Conventional/Hybrid_A8,,JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A8,Z,,20.9,13.8,17.7,16.0,,,,,,,413,,,0,0,1
JEEP_NEW WRANGLER 4X4_Suv - Small_Conventional/Hybrid_A8,,JEEP,NEW WRANGLER 4X4,Suv - Small,Conventional/Hybrid,2.0,4.0,,A8,X,,10.5,9.4,10.0,28.0,,,,,,,233,,,0,0,1
JEEP_NEW WRANGLER 4X4_Suv - Small_Conventional/Hybrid_A8,,JEEP,NEW WRANGLER 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,A8,X,,12.8,10.4,11.8,24.0,,,,,,,274,,,0,0,1
JEEP_NEW WRANGLER 4X4_Suv - Small_Conventional/Hybrid_M6,,JEEP,NEW WRANGLER 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,M6,X,,13.7,9.6,11.8,24.0,,,,,,,277,,,0,0,1
JEEP_NEW WRANGLER UNLIMITED 4X4_Suv - Small_Conventional/Hybrid_A8,,JEEP,NEW WRANGLER UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,2.0,4.0,,A8,X,,10.9,10.0,10.5,27.0,,,,,,,245,,,0,0,1
JEEP_NEW WRANGLER UNLIMITED 4X4_Suv - Small_Conventional/Hybrid_A8,,JEEP,NEW WRANGLER UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,A8,X,,12.9,10.2,11.7,24.0,,,,,,,275,,,0,0,1
JEEP_NEW WRANGLER UNLIMITED 4X4_Suv - Small_Conventional/Hybrid_M6,,JEEP,NEW WRANGLER UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,M6,X,,13.8,10.1,12.2,23.0,,,,,,,285,,,0,0,1
JEEP_RENEGADE_Suv - Small_Conventional/Hybrid_A9,,JEEP,RENEGADE,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,10.8,7.8,9.5,30.0,,,,,,,222,,,0,0,1
JEEP_WRANGLER JK 4X4_Suv - Small_Conventional/Hybrid_A5,,JEEP,WRANGLER JK 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,A5,X,,14.1,11.1,12.8,22.0,,,,,,,299,,,0,0,1
JEEP_WRANGLER JK 4X4_Suv - Small_Conventional/Hybrid_M6,,JEEP,WRANGLER JK 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,M6,X,,14.2,11.0,12.8,22.0,,,,,,,298,,,0,0,1
JEEP_WRANGLER JK UNLIMITED 4X4_Suv - Small_Conventional/Hybrid_A5,,JEEP,WRANGLER JK UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,A5,X,,14.7,11.7,13.4,21.0,,,,,,,313,,,0,0,1
JEEP_WRANGLER JK UNLIMITED 4X4_Suv - Small_Conventional/Hybrid_M6,,JEEP,WRANGLER JK UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,M6,X,,15.0,11.4,13.3,21.0,,,,,,,312,,,0,0,1
KIA_FORTE (MPI)_Mid-Size_Conventional/Hybrid_AS6,,KIA,FORTE (MPI),Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.0,6.1,7.1,40.0,,,,,,,168,,,0,0,1
KIA_FORTE 5_Full-Size_Conventional/Hybrid_AS6,,KIA,FORTE 5,Full-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.4,7.0,8.3,34.0,,,,,,,197,,,0,0,1
KIA_OPTIMA_Full-Size_Conventional/Hybrid_AS6,,KIA,OPTIMA,Full-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.9,7.6,9.4,30.0,,,,,,,224,,,0,0,1
KIA_OPTIMA HYBRID_Mid-Size_Conventional/Hybrid_AM6,,KIA,OPTIMA HYBRID,Mid-Size,Conventional/Hybrid,2.0,4.0,,AM6,X,,6.0,5.1,5.6,50.0,,,,,,,132,,,0,0,1
KIA_RIO_Compact_Conventional/Hybrid_AS6,,KIA,RIO,Compact,Conventional/Hybrid,1.6,4.0,,AS6,X,,8.5,6.4,7.5,38.0,,,,,,,177,,,0,0,1
KIA_RIO_Compact_Conventional/Hybrid_M6,,KIA,RIO,Compact,Conventional/Hybrid,1.6,4.0,,M6,X,,8.3,6.4,7.5,38.0,,,,,,,175,,,0,0,1
KIA_SOUL_Station Wagon - Small_Conventional/Hybrid_AM7,,KIA,SOUL,Station Wagon - Small,Conventional/Hybrid,1.6,4.0,,AM7,X,,9.1,7.7,8.5,33.0,,,,,,,199,,,0,0,1
KIA_SPORTAGE_Suv - Small_Conventional/Hybrid_AS6,,KIA,SPORTAGE,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,10.3,7.8,9.2,31.0,,,,,,,218,,,0,0,1
KIA_STINGER AWD_Mid-Size_Conventional/Hybrid_AS8,,KIA,STINGER AWD,Mid-Size,Conventional/Hybrid,3.3,6.0,,AS8,Z,,12.7,9.6,11.3,25.0,,,,,,,265,,,0,0,1
LAMBORGHINI_AVENTADOR COUPE_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,AVENTADOR COUPE,Two-Seater,Conventional/Hybrid,6.5,12.0,,AM7,Z,,23.8,14.1,19.4,15.0,,,,,,,454,,,0,0,1
LAMBORGHINI_AVENTADOR ROADSTER_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,AVENTADOR ROADSTER,Two-Seater,Conventional/Hybrid,6.5,12.0,,AM7,Z,,24.2,14.5,19.8,14.0,,,,,,,464,,,0,0,1
LAMBORGHINI_AVENTADOR S COUPE_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,AVENTADOR S COUPE,Two-Seater,Conventional/Hybrid,6.5,12.0,,AM7,Z,,23.8,14.1,19.4,15.0,,,,,,,454,,,0,0,1
LAMBORGHINI_AVENTADOR S ROADSTER_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,AVENTADOR S ROADSTER,Two-Seater,Conventional/Hybrid,6.5,12.0,,AM7,Z,,24.2,14.5,19.8,14.0,,,,,,,464,,,0,0,1
LAMBORGHINI_HURACAN_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,HURACAN,Two-Seater,Conventional/Hybrid,5.2,10.0,,AM7,Z,,16.8,11.4,14.4,20.0,,,,,,,336,,,0,0,1
LAMBORGHINI_HURACAN AWD_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,HURACAN AWD,Two-Seater,Conventional/Hybrid,5.2,10.0,,AM7,Z,,17.2,12.2,15.0,19.0,,,,,,,349,,,0,0,1
LAMBORGHINI_HURACAN SPYDER_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,HURACAN SPYDER,Two-Seater,Conventional/Hybrid,5.2,10.0,,AM7,Z,,16.7,11.7,14.5,19.0,,,,,,,337,,,0,0,1
LAMBORGHINI_HURACAN SPYDER AWD_Two-Seater_Conventional/Hybrid_AM7,,LAMBORGHINI,HURACAN SPYDER AWD,Two-Seater,Conventional/Hybrid,5.2,10.0,,AM7,Z,,17.2,12.3,15.0,19.0,,,,,,,350,,,0,0,1
LAND ROVER_DISCOVERY SPORT_Suv - Small_Conventional/Hybrid_AS9,,LAND ROVER,DISCOVERY SPORT,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS9,Z,,11.4,9.3,10.5,27.0,,,,,,,246,,,0,0,1
LAND ROVER_RANGE ROVER EVOQUE_Suv - Small_Conventional/Hybrid_AS9,,LAND ROVER,RANGE ROVER EVOQUE,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS9,Z,,10.9,8.0,9.6,29.0,,,,,,,225,,,0,0,1
LAND ROVER_RANGE ROVER EVOQUE CONVERTIBLE_Suv - Small_Conventional/Hybrid_AS9,,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS9,Z,,11.2,8.2,9.8,29.0,,,,,,,231,,,0,0,1
LAND ROVER_RANGE ROVER VELAR_Suv - Small_Conventional/Hybrid_AS8,,LAND ROVER,RANGE ROVER VELAR,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS8,D,,9.2,7.8,8.5,33.0,,,,,,,229,,,0,0,1
LAND ROVER_RANGE ROVER VELAR_Suv - Small_Conventional/Hybrid_AS8,,LAND ROVER,RANGE ROVER VELAR,Suv - Small,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.0,10.0,11.6,24.0,,,,,,,273,,,0,0,1
LEXUS_GS 350 AWD_Mid-Size_Conventional/Hybrid_AS6,,LEXUS,GS 350 AWD,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.5,9.2,11.0,26.0,,,,,,,257,,,0,0,1
LEXUS_IS 300_Compact_Conventional/Hybrid_AS8,,LEXUS,IS 300,Compact,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.6,7.3,9.1,31.0,,,,,,,214,,,0,0,1
LEXUS_IS 300 AWD_Compact_Conventional/Hybrid_AS6,,LEXUS,IS 300 AWD,Compact,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.3,9.1,10.9,26.0,,,,,,,254,,,0,0,1
