vehicle_id,Make,Model,Vehicle_Class,Vehicle_Type,Fuel_Type_Primary,Fuel_Type_Secondary,Transmission,Transmission_Type,Num_Gears,Is_SUV,Is_Truck,Model_Year,Engine_Size_L,Cylinders,Motor_kW,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,Fuel_Efficiency_Index,CO2_per_L_engine,City_Hwy_Fuel_Ratio,Electric_Efficiency_Index,Range_per_ChargeHour,Elec_Range_Share,cluster,Commercial_Label,Emissions_Risk_Label
HYUNDAI_VELOSTER TURBO_Compact_Conventional/Hybrid_AS6,HYUNDAI,VELOSTER TURBO,Compact,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,1.6,4.0,0.0,9.9,7.6,8.8,0.0,0.0,0.0,0.0,202,11.363636363636363,126.25,1.3026315789473686,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
HYUNDAI_VELOSTER TURBO_Compact_Conventional/Hybrid_M6,HYUNDAI,VELOSTER TURBO,Compact,Conventional/Hybrid,X,Unknown,M6,M,6.0,0,0,0.0,1.6,4.0,0.0,9.7,7.0,8.5,0.0,0.0,0.0,0.0,196,11.764705882352942,122.5,1.3857142857142857,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
INFINITI_Q50_Mid-Size_Conventional/Hybrid_AS7,INFINITI,Q50,Mid-Size,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,3.7,6.0,0.0,12.0,8.1,10.3,0.0,0.0,0.0,0.0,237,9.70873786407767,64.05405405405405,1.4814814814814816,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
INFINITI_Q50 AWD_Mid-Size_Conventional/Hybrid_AS7,INFINITI,Q50 AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,3.7,6.0,0.0,12.5,8.7,10.8,0.0,0.0,0.0,0.0,248,9.25925925925926,67.02702702702702,1.4367816091954024,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
INFINITI_Q60_Subcompact_Conventional/Hybrid_AS7,INFINITI,Q60,Subcompact,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,3.7,6.0,0.0,12.4,8.7,10.7,0.0,0.0,0.0,0.0,246,9.345794392523365,66.48648648648648,1.4252873563218391,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
INFINITI_Q60_Subcompact_Conventional/Hybrid_M6,INFINITI,Q60,Subcompact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.7,6.0,0.0,13.6,9.3,11.6,0.0,0.0,0.0,0.0,267,8.620689655172415,72.16216216216216,1.4623655913978493,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
INFINITI_Q60 AWD_Subcompact_Conventional/Hybrid_AS7,INFINITI,Q60 AWD,Subcompact,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,3.7,6.0,0.0,13.3,9.4,11.5,0.0,0.0,0.0,0.0,264,8.695652173913043,71.35135135135135,1.4148936170212767,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
INFINITI_Q70_Mid-Size_Conventional/Hybrid_AS7,INFINITI,Q70,Mid-Size,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,5.6,8.0,0.0,14.8,9.5,12.4,0.0,0.0,0.0,0.0,285,8.064516129032258,50.892857142857146,1.5578947368421054,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
INFINITI_Q70 AWD_Mid-Size_Conventional/Hybrid_AS7,INFINITI,Q70 AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,5.6,8.0,0.0,15.0,10.2,12.9,0.0,0.0,0.0,0.0,297,7.751937984496124,53.03571428571429,1.4705882352941178,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
INFINITI_Q70 HYBRID_Mid-Size_Conventional/Hybrid_AS7,INFINITI,Q70 HYBRID,Mid-Size,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,3.5,6.0,0.0,8.0,6.9,7.5,0.0,0.0,0.0,0.0,172,13.333333333333334,49.142857142857146,1.1594202898550725,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
INFINITI_QX50 AWD_Station Wagon - Small_Conventional/Hybrid_AS7,INFINITI,QX50 AWD,Station Wagon - Small,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,0,0,0.0,3.7,6.0,0.0,13.7,9.7,11.9,0.0,0.0,0.0,0.0,274,8.403361344537815,74.05405405405405,1.4123711340206186,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
INFINITI_QX60_Suv - Small_Conventional/Hybrid_AV7,INFINITI,QX60,Suv - Small,Conventional/Hybrid,Z,Unknown,AV7,AV,7.0,1,0,0.0,3.5,6.0,0.0,11.4,8.5,10.1,0.0,0.0,0.0,0.0,232,9.9009900990099,66.28571428571429,1.3411764705882354,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
INFINITI_QX60 AWD_Suv - Small_Conventional/Hybrid_AV7,INFINITI,QX60 AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AV7,AV,7.0,1,0,0.0,3.5,6.0,0.0,12.2,8.9,10.7,0.0,0.0,0.0,0.0,246,9.345794392523365,70.28571428571429,1.3707865168539324,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
INFINITI_QX60 HYBRID AWD_Suv - Standard_Conventional/Hybrid_AV7,INFINITI,QX60 HYBRID AWD,Suv - Standard,Conventional/Hybrid,X,Unknown,AV7,AV,7.0,1,0,0.0,2.5,4.0,0.0,8.9,8.4,8.7,0.0,0.0,0.0,0.0,200,11.49425287356322,80.0,1.0595238095238095,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
INFINITI_QX70 AWD_Suv - Small_Conventional/Hybrid_AS7,INFINITI,QX70 AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,1,0,0.0,3.7,6.0,0.0,14.6,10.7,12.8,0.0,0.0,0.0,0.0,294,7.8125,79.45945945945945,1.3644859813084114,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
INFINITI_QX80 4WD_Suv - Standard_Conventional/Hybrid_AS7,INFINITI,QX80 4WD,Suv - Standard,Conventional/Hybrid,Z,Unknown,AS7,AS,7.0,1,0,0.0,5.6,8.0,0.0,16.9,11.9,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,60.35714285714286,1.4201680672268906,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JAGUAR_F-TYPE COUPE_Two-Seater_Conventional/Hybrid_AS8,JAGUAR,F-TYPE COUPE,Two-Seater,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,11.8,8.4,10.3,0.0,0.0,0.0,0.0,237,9.70873786407767,79.0,1.4047619047619049,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_F-TYPE S COUPE_Two-Seater_Conventional/Hybrid_AS8,JAGUAR,F-TYPE S COUPE,Two-Seater,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,12.2,8.7,10.6,0.0,0.0,0.0,0.0,244,9.433962264150944,81.33333333333333,1.4022988505747127,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_F-TYPE V8 R COUPE_Two-Seater_Conventional/Hybrid_AS8,JAGUAR,F-TYPE V8 R COUPE,Two-Seater,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,5.0,8.0,0.0,15.0,10.2,12.8,0.0,0.0,0.0,0.0,294,7.8125,58.8,1.4705882352941178,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_XF AWD_Mid-Size_Conventional/Hybrid_AS8,JAGUAR,XF AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,13.9,8.8,11.6,0.0,0.0,0.0,0.0,267,8.620689655172415,89.0,1.5795454545454544,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_XFR_Mid-Size_Conventional/Hybrid_AS8,JAGUAR,XFR,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,5.0,8.0,0.0,15.7,10.3,13.2,0.0,0.0,0.0,0.0,304,7.575757575757576,60.8,1.524271844660194,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
JAGUAR_XFR-S_Mid-Size_Conventional/Hybrid_AS8,JAGUAR,XFR-S,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,5.0,8.0,0.0,15.7,10.3,13.2,0.0,0.0,0.0,0.0,304,7.575757575757576,60.8,1.524271844660194,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
JAGUAR_XJL AWD PORTFOLIO_Full-Size_Conventional/Hybrid_AS8,JAGUAR,XJL AWD PORTFOLIO,Full-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,14.7,9.6,12.5,0.0,0.0,0.0,0.0,288,8.0,96.0,1.53125,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_XKR CONVERTIBLE_Minicompact_Conventional/Hybrid_AS6,JAGUAR,XKR CONVERTIBLE,Minicompact,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,0,0,0.0,5.0,8.0,0.0,15.9,10.9,13.6,0.0,0.0,0.0,0.0,313,7.352941176470589,62.6,1.4587155963302751,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_XKR COUPE_Minicompact_Conventional/Hybrid_AS6,JAGUAR,XKR COUPE,Minicompact,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,0,0,0.0,5.0,8.0,0.0,15.6,10.9,13.4,0.0,0.0,0.0,0.0,308,7.462686567164179,61.6,1.4311926605504586,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_XKR-S CONVERTIBLE_Minicompact_Conventional/Hybrid_AS6,JAGUAR,XKR-S CONVERTIBLE,Minicompact,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,0,0,0.0,5.0,8.0,0.0,15.9,10.9,13.6,0.0,0.0,0.0,0.0,313,7.352941176470589,62.6,1.4587155963302751,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JAGUAR_XKR-S COUPE_Minicompact_Conventional/Hybrid_AS6,JAGUAR,XKR-S COUPE,Minicompact,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,0,0,0.0,5.0,8.0,0.0,15.6,10.9,13.4,0.0,0.0,0.0,0.0,308,7.462686567164179,61.6,1.4311926605504586,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
JEEP_CHEROKEE FFV_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE FFV,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,2.4,4.0,0.0,10.9,7.7,9.5,0.0,0.0,0.0,0.0,218,10.526315789473683,90.83333333333334,1.4155844155844155,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_CHEROKEE FFV_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE FFV,Suv - Small,Conventional/Hybrid,E,Unknown,A9,A,9.0,1,0,0.0,2.4,4.0,0.0,15.2,10.2,12.9,0.0,0.0,0.0,0.0,206,7.751937984496124,85.83333333333334,1.4901960784313726,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_CHEROKEE_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,3.2,6.0,0.0,11.4,8.1,9.9,0.0,0.0,0.0,0.0,228,10.1010101010101,71.25,1.4074074074074074,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_CHEROKEE 4X4 FFV_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE 4X4 FFV,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,2.4,4.0,0.0,11.3,8.3,10.0,0.0,0.0,0.0,0.0,230,10.0,95.83333333333334,1.3614457831325302,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_CHEROKEE 4X4 FFV_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE 4X4 FFV,Suv - Small,Conventional/Hybrid,E,Unknown,A9,A,9.0,1,0,0.0,2.4,4.0,0.0,15.9,11.0,13.7,0.0,0.0,0.0,0.0,219,7.299270072992701,91.25,1.4454545454545455,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_CHEROKEE 4X4_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,3.2,6.0,0.0,11.6,8.5,10.2,0.0,0.0,0.0,0.0,235,9.803921568627452,73.4375,1.3647058823529412,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_CHEROKEE 4X4 ACTIVE DRIVE II_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,3.2,6.0,0.0,12.6,8.9,10.9,0.0,0.0,0.0,0.0,251,9.174311926605505,78.4375,1.4157303370786516,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_CHEROKEE TRAILHAWK 4X4_Suv - Small_Conventional/Hybrid_A9,JEEP,CHEROKEE TRAILHAWK 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,3.2,6.0,0.0,12.2,9.0,10.8,0.0,0.0,0.0,0.0,248,9.25925925925926,77.5,1.3555555555555554,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_COMPASS_Suv - Small_Conventional/Hybrid_M5,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,X,Unknown,M5,M,5.0,1,0,0.0,2.0,4.0,0.0,10.2,7.8,9.2,0.0,0.0,0.0,0.0,212,10.869565217391305,106.0,1.3076923076923077,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_COMPASS_Suv - Small_Conventional/Hybrid_A6,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,X,Unknown,A6,A,6.0,1,0,0.0,2.4,4.0,0.0,11.2,8.6,10.0,0.0,0.0,0.0,0.0,230,10.0,95.83333333333334,1.3023255813953487,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_COMPASS_Suv - Small_Conventional/Hybrid_M5,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,X,Unknown,M5,M,5.0,1,0,0.0,2.4,4.0,0.0,10.2,8.2,9.3,0.0,0.0,0.0,0.0,214,10.75268817204301,89.16666666666667,1.2439024390243902,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_COMPASS 4X4_Suv - Small_Conventional/Hybrid_M5,JEEP,COMPASS 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,M5,M,5.0,1,0,0.0,2.4,4.0,0.0,10.6,8.6,9.7,0.0,0.0,0.0,0.0,223,10.309278350515465,92.91666666666669,1.2325581395348837,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_GRAND CHEROKEE 4X4 (MDS)_Suv - Standard_Conventional/Hybrid_A8,JEEP,GRAND CHEROKEE 4X4 (MDS),Suv - Standard,Conventional/Hybrid,X,Unknown,A8,A,8.0,1,0,0.0,5.7,8.0,0.0,17.3,11.5,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,59.29824561403509,1.5043478260869565,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_PATRIOT_Suv - Small_Conventional/Hybrid_M5,JEEP,PATRIOT,Suv - Small,Conventional/Hybrid,X,Unknown,M5,M,5.0,1,0,0.0,2.0,4.0,0.0,10.2,7.8,9.2,0.0,0.0,0.0,0.0,212,10.869565217391305,106.0,1.3076923076923077,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_PATRIOT_Suv - Small_Conventional/Hybrid_A6,JEEP,PATRIOT,Suv - Small,Conventional/Hybrid,X,Unknown,A6,A,6.0,1,0,0.0,2.4,4.0,0.0,11.2,8.6,10.0,0.0,0.0,0.0,0.0,230,10.0,95.83333333333334,1.3023255813953487,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_PATRIOT_Suv - Small_Conventional/Hybrid_M5,JEEP,PATRIOT,Suv - Small,Conventional/Hybrid,X,Unknown,M5,M,5.0,1,0,0.0,2.4,4.0,0.0,10.2,8.2,9.3,0.0,0.0,0.0,0.0,214,10.75268817204301,89.16666666666667,1.2439024390243902,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_PATRIOT 4X4_Suv - Small_Conventional/Hybrid_M5,JEEP,PATRIOT 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,M5,M,5.0,1,0,0.0,2.4,4.0,0.0,10.6,8.6,9.7,0.0,0.0,0.0,0.0,223,10.309278350515465,92.91666666666669,1.2325581395348837,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_RENEGADE_Suv - Small_Conventional/Hybrid_M6,JEEP,RENEGADE,Suv - Small,Conventional/Hybrid,X,Unknown,M6,M,6.0,1,0,0.0,1.4,4.0,0.0,9.9,7.5,8.8,0.0,0.0,0.0,0.0,202,11.363636363636363,144.2857142857143,1.32,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_RENEGADE FFV_Suv - Small_Conventional/Hybrid_A9,JEEP,RENEGADE FFV,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,2.4,4.0,0.0,10.8,7.7,9.4,0.0,0.0,0.0,0.0,216,10.638297872340424,90.0,1.4025974025974026,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_RENEGADE FFV_Suv - Small_Conventional/Hybrid_A9,JEEP,RENEGADE FFV,Suv - Small,Conventional/Hybrid,E,Unknown,A9,A,9.0,1,0,0.0,2.4,4.0,0.0,14.2,9.9,12.2,0.0,0.0,0.0,0.0,195,8.196721311475411,81.25,1.4343434343434345,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_RENEGADE 4X4_Suv - Small_Conventional/Hybrid_M6,JEEP,RENEGADE 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,M6,M,6.0,1,0,0.0,1.4,4.0,0.0,9.9,7.5,8.8,0.0,0.0,0.0,0.0,202,11.363636363636363,144.2857142857143,1.32,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_RENEGADE 4X4_Suv - Small_Conventional/Hybrid_A9,JEEP,RENEGADE 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,A9,A,9.0,1,0,0.0,2.4,4.0,0.0,11.2,8.0,9.8,0.0,0.0,0.0,0.0,225,10.20408163265306,93.75,1.4,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
JEEP_WRANGLER 4X4_Suv - Small_Conventional/Hybrid_A5,JEEP,WRANGLER 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,A5,A,5.0,1,0,0.0,3.6,6.0,0.0,14.1,11.1,12.8,0.0,0.0,0.0,0.0,294,7.8125,81.66666666666667,1.2702702702702702,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_WRANGLER 4X4_Suv - Small_Conventional/Hybrid_M6,JEEP,WRANGLER 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,M6,M,6.0,1,0,0.0,3.6,6.0,0.0,14.2,11.0,12.8,0.0,0.0,0.0,0.0,294,7.8125,81.66666666666667,1.2909090909090908,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_WRANGLER UNLIMITED 4X4_Suv - Small_Conventional/Hybrid_A5,JEEP,WRANGLER UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,A5,A,5.0,1,0,0.0,3.6,6.0,0.0,14.8,11.7,13.4,0.0,0.0,0.0,0.0,308,7.462686567164179,85.55555555555556,1.2649572649572651,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
JEEP_WRANGLER UNLIMITED 4X4_Suv - Small_Conventional/Hybrid_M6,JEEP,WRANGLER UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,X,Unknown,M6,M,6.0,1,0,0.0,3.6,6.0,0.0,15.0,11.4,13.4,0.0,0.0,0.0,0.0,308,7.462686567164179,85.55555555555556,1.3157894736842104,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
KIA_CADENZA_Full-Size_Conventional/Hybrid_AS6,KIA,CADENZA,Full-Size,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,3.3,6.0,0.0,12.7,8.4,10.7,0.0,0.0,0.0,0.0,246,9.345794392523365,74.54545454545455,1.511904761904762,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
KIA_FORTE_Mid-Size_Conventional/Hybrid_AS6,KIA,FORTE,Mid-Size,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,1.8,4.0,0.0,8.8,6.1,7.6,0.0,0.0,0.0,0.0,175,13.157894736842106,97.2222222222222,1.4426229508196724,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE_Mid-Size_Conventional/Hybrid_M6,KIA,FORTE,Mid-Size,Conventional/Hybrid,X,Unknown,M6,M,6.0,0,0,0.0,1.8,4.0,0.0,9.3,6.3,7.9,0.0,0.0,0.0,0.0,182,12.658227848101266,101.11111111111111,1.4761904761904765,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE_Mid-Size_Conventional/Hybrid_AS6,KIA,FORTE,Mid-Size,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,2.0,4.0,0.0,9.7,6.7,8.3,0.0,0.0,0.0,0.0,191,12.048192771084336,95.5,1.4477611940298507,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE_Mid-Size_Conventional/Hybrid_M6,KIA,FORTE,Mid-Size,Conventional/Hybrid,X,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,9.8,6.9,8.5,0.0,0.0,0.0,0.0,196,11.764705882352942,98.0,1.420289855072464,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE 5_Full-Size_Conventional/Hybrid_AS6,KIA,FORTE 5,Full-Size,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,1.6,4.0,0.0,11.1,8.0,9.7,0.0,0.0,0.0,0.0,223,10.309278350515465,139.375,1.3875,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE 5_Full-Size_Conventional/Hybrid_AS6,KIA,FORTE 5,Full-Size,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,2.0,4.0,0.0,9.5,7.2,8.5,0.0,0.0,0.0,0.0,196,11.764705882352942,98.0,1.3194444444444444,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE 5_Full-Size_Conventional/Hybrid_M6,KIA,FORTE 5,Full-Size,Conventional/Hybrid,X,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,9.7,6.9,8.4,0.0,0.0,0.0,0.0,193,11.904761904761903,96.5,1.4057971014492752,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE KOUP_Compact_Conventional/Hybrid_AS6,KIA,FORTE KOUP,Compact,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,1.6,4.0,0.0,10.6,7.8,9.4,0.0,0.0,0.0,0.0,216,10.638297872340424,135.0,1.358974358974359,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE KOUP_Compact_Conventional/Hybrid_AS6,KIA,FORTE KOUP,Compact,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,2.0,4.0,0.0,9.7,7.1,8.6,0.0,0.0,0.0,0.0,198,11.627906976744187,99.0,1.3661971830985915,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_FORTE KOUP_Compact_Conventional/Hybrid_M6,KIA,FORTE KOUP,Compact,Conventional/Hybrid,X,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,10.0,7.4,8.8,0.0,0.0,0.0,0.0,202,11.363636363636363,101.0,1.351351351351351,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
KIA_K900_Full-Size_Conventional/Hybrid_AS8,KIA,K900,Full-Size,Conventional/Hybrid,X,Unknown,AS8,AS,8.0,0,0,0.0,3.8,6.0,0.0,13.3,8.9,11.3,0.0,0.0,0.0,0.0,260,8.849557522123893,68.42105263157895,1.4943820224719102,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
KIA_K900_Full-Size_Conventional/Hybrid_AS8,KIA,K900,Full-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,5.0,8.0,0.0,15.7,10.3,13.3,0.0,0.0,0.0,0.0,306,7.518796992481203,61.2,1.524271844660194,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
KIA_OPTIMA_Mid-Size_Conventional/Hybrid_AS6,KIA,OPTIMA,Mid-Size,Conventional/Hybrid,X,Unknown,AS6,AS,6.0,0,0,0.0,2.0,4.0,0.0,11.7,7.7,9.9,0.0,0.0,0.0,0.0,228,10.1010101010101,114.0,1.5194805194805194,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
