Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating,vehicle_id
,TOYOTA,TACOMA 4WD,Pickup Truck - Small,Conventional/Hybrid,3.5,6,,M6,X,,13.8,11.6,12.8,22,,,,,,,301,,,TOYOTA_TACOMA 4WD_Pickup Truck - Small_Conventional/Hybrid_M6
,TOYOTA,TUNDRA,Pickup Truck - Standard,Conventional/Hybrid,4.6,8,,AS6,X,,15.8,12.3,14.2,20,,,,,,,334,,,TOYOTA_TUNDRA_Pickup Truck - Standard_Conventional/Hybrid_AS6
,TOYOTA,TUNDRA,Pickup Truck - Standard,Conventional/Hybrid,5.7,8,,AS6,X,,17.2,12.9,15.3,18,,,,,,,358,,,TOYOTA_TUNDRA_Pickup Truck - Standard_Conventional/Hybrid_AS6
,TOYOTA,TUNDRA 4WD,Pickup Truck - Standard,Conventional/Hybrid,4.6,8,,AS6,X,,16.8,12.6,14.9,19,,,,,,,349,,,TOYOTA_TUNDRA 4WD_Pickup Truck - Standard_Conventional/Hybrid_AS6
,TOYOTA,TUNDRA 4WD,Pickup Truck - Standard,Conventional/Hybrid,5.7,8,,AS6,X,,18.1,13.9,16.2,17,,,,,,,378,,,TOYOTA_TUNDRA 4WD_Pickup Truck - Standard_Conventional/Hybrid_AS6
,TOYOTA,YARIS,Compact,Conventional/Hybrid,1.5,4,,AS6,X,,7.3,5.8,6.6,43,,,,,,,155,,,TOYOTA_YARIS_Compact_Conventional/Hybrid_AS6
,TOYOTA,YARIS (SIL),Compact,Conventional/Hybrid,1.5,4,,M6,X,,7.8,6.0,6.8,42,,,,,,,164,,,TOYOTA_YARIS (SIL)_Compact_Conventional/Hybrid_M6
,TOYOTA,YARIS HATCHBACK,Compact,Conventional/Hybrid,1.5,4,,A4,X,,7.9,6.8,7.4,38,,,,,,,173,,,TOYOTA_YARIS HATCHBACK_Compact_Conventional/Hybrid_A4
,TOYOTA,YARIS HATCHBACK,Compact,Conventional/Hybrid,1.5,4,,M5,X,,7.8,6.5,7.2,39,,,,,,,168,,,TOYOTA_YARIS HATCHBACK_Compact_Conventional/Hybrid_M5
,VOLKSWAGEN,BEETLE,Compact,Conventional/Hybrid,1.8,4,,AS6,X,,9.7,7.2,8.5,33,,,,,,,199,,,VOLKSWAGEN_BEETLE_Compact_Conventional/Hybrid_AS6
,VOLKSWAGEN,BEETLE,Compact,Conventional/Hybrid,1.8,4,,M5,X,,9.5,7.1,8.4,34,,,,,,,198,,,VOLKSWAGEN_BEETLE_Compact_Conventional/Hybrid_M5
,VOLKSWAGEN,BEETLE DUNE,Compact,Conventional/Hybrid,1.8,4,,AS6,X,,9.6,7.5,8.6,33,,,,,,,201,,,VOLKSWAGEN_BEETLE DUNE_Compact_Conventional/Hybrid_AS6
,VOLKSWAGEN,BEETLE CONVERTIBLE,Subcompact,Conventional/Hybrid,1.8,4,,AS6,X,,9.7,7.2,8.5,33,,,,,,,199,,,VOLKSWAGEN_BEETLE CONVERTIBLE_Subcompact_Conventional/Hybrid_AS6
,VOLKSWAGEN,CC 4MOTION,Compact,Conventional/Hybrid,3.6,6,,AS6,X,,13.9,9.3,11.8,24,,,,,,,277,,,VOLKSWAGEN_CC 4MOTION_Compact_Conventional/Hybrid_AS6
,VOLKSWAGEN,GOLF,Compact,Conventional/Hybrid,1.8,4,,AS6,X,,9.4,6.7,8.2,34,,,,,,,192,,,VOLKSWAGEN_GOLF_Compact_Conventional/Hybrid_AS6
,VOLKSWAGEN,GOLF,Compact,Conventional/Hybrid,1.8,4,,M5,X,,9.3,6.6,8.1,35,,,,,,,190,,,VOLKSWAGEN_GOLF_Compact_Conventional/Hybrid_M5
,VOLKSWAGEN,GOLF GTI,Compact,Conventional/Hybrid,2.0,4,,AM6,X,,9.6,7.2,8.5,33,,,,,,,199,,,VOLKSWAGEN_GOLF GTI_Compact_Conventional/Hybrid_AM6
,VOLKSWAGEN,GOLF GTI,Compact,Conventional/Hybrid,2.0,4,,M6,X,,9.7,7.0,8.5,33,,,,,,,198,,,VOLKSWAGEN_GOLF GTI_Compact_Conventional/Hybrid_M6
,VOLKSWAGEN,GOLF ALLTRACK,Station Wagon - Small,Conventional/Hybrid,1.8,4,,AM6,X,,10.6,8.0,9.4,30,,,,,,,220,,,VOLKSWAGEN_GOLF ALLTRACK_Station Wagon - Small_Conventional/Hybrid_AM6
,VOLKSWAGEN,GOLF SPORTWAGEN,Station Wagon - Small,Conventional/Hybrid,1.8,4,,AS6,X,,9.3,6.9,8.2,34,,,,,,,192,,,VOLKSWAGEN_GOLF SPORTWAGEN_Station Wagon - Small_Conventional/Hybrid_AS6
,VOLKSWAGEN,GOLF SPORTWAGEN,Station Wagon - Small,Conventional/Hybrid,1.8,4,,M5,X,,9.6,6.8,8.3,34,,,,,,,194,,,VOLKSWAGEN_GOLF SPORTWAGEN_Station Wagon - Small_Conventional/Hybrid_M5
,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,Station Wagon - Small,Conventional/Hybrid,1.8,4,,AM6,X,,10.6,8.0,9.4,30,,,,,,,220,,,VOLKSWAGEN_GOLF SPORTWAGEN 4MOTION_Station Wagon - Small_Conventional/Hybrid_AM6
,VOLKSWAGEN,JETTA,Compact,Conventional/Hybrid,1.4,4,,AS6,X,,8.5,6.2,7.4,38,,,,,,,175,,,VOLKSWAGEN_JETTA_Compact_Conventional/Hybrid_AS6
,VOLKSWAGEN,JETTA,Compact,Conventional/Hybrid,1.8,4,,AM6,X,,9.4,6.8,8.2,34,,,,,,,193,,,VOLKSWAGEN_JETTA_Compact_Conventional/Hybrid_AM6
,VOLKSWAGEN,JETTA,Compact,Conventional/Hybrid,2.0,4,,AS6,X,,9.8,7.4,8.7,32,,,,,,,205,,,VOLKSWAGEN_JETTA_Compact_Conventional/Hybrid_AS6
,VOLKSWAGEN,JETTA,Compact,Conventional/Hybrid,2.0,4,,M6,X,,10.2,7.2,8.9,32,,,,,,,208,,,VOLKSWAGEN_JETTA_Compact_Conventional/Hybrid_M6
,VOLKSWAGEN,PASSAT,Mid-Size,Conventional/Hybrid,1.8,4,,AS6,X,,10.1,7.0,8.7,32,,,,,,,204,,,VOLKSWAGEN_PASSAT_Mid-Size_Conventional/Hybrid_AS6
,VOLKSWAGEN,PASSAT,Mid-Size,Conventional/Hybrid,3.6,6,,AM6,X,,11.9,8.5,10.4,27,,,,,,,242,,,VOLKSWAGEN_PASSAT_Mid-Size_Conventional/Hybrid_AM6
,VOLKSWAGEN,TIGUAN,Suv - Small,Conventional/Hybrid,2.0,4,,AS6,Z,,11.7,9.6,10.7,26,,,,,,,256,,,VOLKSWAGEN_TIGUAN_Suv - Small_Conventional/Hybrid_AS6
,VOLKSWAGEN,TIGUAN 4MOTION,Suv - Small,Conventional/Hybrid,2.0,4,,AS6,Z,,12.0,10.0,11.1,25,,,,,,,263,,,VOLKSWAGEN_TIGUAN 4MOTION_Suv - Small_Conventional/Hybrid_AS6
,VOLKSWAGEN,TOUAREG,Suv - Standard,Conventional/Hybrid,3.6,6,,AS8,X,,13.8,10.4,12.2,23,,,,,,,287,,,VOLKSWAGEN_TOUAREG_Suv - Standard_Conventional/Hybrid_AS8
,VOLVO,S60 T5,Compact,Conventional/Hybrid,2.0,4,,AS8,X,,9.6,7.0,8.4,34,,,,,,,198,,,VOLVO_S60 T5_Compact_Conventional/Hybrid_AS8
,VOLVO,S60 T5 AWD,Compact,Conventional/Hybrid,2.0,4,,AS8,X,,10.7,7.8,9.4,30,,,,,,,219,,,VOLVO_S60 T5 AWD_Compact_Conventional/Hybrid_AS8
,VOLVO,S60 INSCRIPTION T5,Compact,Conventional/Hybrid,2.0,4,,AS8,X,,9.6,7.0,8.4,34,,,,,,,198,,,VOLVO_S60 INSCRIPTION T5_Compact_Conventional/Hybrid_AS8
,VOLVO,S60 INSCRIPTION T5 AWD,Compact,Conventional/Hybrid,2.0,4,,AS8,X,,10.7,7.8,9.4,30,,,,,,,219,,,VOLVO_S60 INSCRIPTION T5 AWD_Compact_Conventional/Hybrid_AS8
,VOLVO,S60 T6 AWD,Compact,Conventional/Hybrid,2.0,4,,AS8,Z,,10.9,7.7,9.5,30,,,,,,,221,,,VOLVO_S60 T6 AWD_Compact_Conventional/Hybrid_AS8
,VOLVO,S60 POLESTAR,Compact,Conventional/Hybrid,2.0,4,,AS8,Z,,11.8,8.5,10.3,27,,,,,,,241,,,VOLVO_S60 POLESTAR_Compact_Conventional/Hybrid_AS8
,VOLVO,S60 CC T5 AWD,Compact,Conventional/Hybrid,2.0,4,,AS8,X,,10.8,7.8,9.4,30,,,,,,,220,,,VOLVO_S60 CC T5 AWD_Compact_Conventional/Hybrid_AS8
,VOLVO,S90 T5,Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.1,7.0,8.7,32,,,,,,,204,,,VOLVO_S90 T5_Mid-Size_Conventional/Hybrid_AS8
,VOLVO,S90 T6 AWD,Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.8,7.6,9.4,30,,,,,,,219,,,VOLVO_S90 T6 AWD_Mid-Size_Conventional/Hybrid_AS8
,VOLVO,V60 T5,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,X,,9.6,7.0,8.4,34,,,,,,,198,,,VOLVO_V60 T5_Station Wagon - Small_Conventional/Hybrid_AS8
,VOLVO,V60 T5 AWD,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,X,,10.7,7.8,9.4,30,,,,,,,219,,,VOLVO_V60 T5 AWD_Station Wagon - Small_Conventional/Hybrid_AS8
,VOLVO,V60 T6 AWD,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,Z,,10.9,7.7,9.5,30,,,,,,,221,,,VOLVO_V60 T6 AWD_Station Wagon - Small_Conventional/Hybrid_AS8
,VOLVO,V60 POLESTAR,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,Z,,11.8,8.5,10.3,27,,,,,,,241,,,VOLVO_V60 POLESTAR_Station Wagon - Small_Conventional/Hybrid_AS8
,VOLVO,V60 CC T5 AWD,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,X,,10.8,7.8,9.4,30,,,,,,,220,,,VOLVO_V60 CC T5 AWD_Station Wagon - Small_Conventional/Hybrid_AS8
,VOLVO,V90 T5,Station Wagon - Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.1,7.0,8.7,32,,,,,,,204,,,VOLVO_V90 T5_Station Wagon - Mid-Size_Conventional/Hybrid_AS8
,VOLVO,V90 T6 AWD,Station Wagon - Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.8,7.6,9.4,30,,,,,,,219,,,VOLVO_V90 T6 AWD_Station Wagon - Mid-Size_Conventional/Hybrid_AS8
,VOLVO,V90 CC T6 AWD,Station Wagon - Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.7,7.9,9.4,30,,,,,,,221,,,VOLVO_V90 CC T6 AWD_Station Wagon - Mid-Size_Conventional/Hybrid_AS8
,VOLVO,XC60 T5,Suv - Small,Conventional/Hybrid,2.0,4,,AS8,X,,10.4,7.8,9.2,31,,,,,,,216,,,VOLVO_XC60 T5_Suv - Small_Conventional/Hybrid_AS8
,VOLVO,XC60 T5 AWD,Suv - Small,Conventional/Hybrid,2.0,4,,AS8,X,,11.3,8.4,10.0,28,,,,,,,233,,,VOLVO_XC60 T5 AWD_Suv - Small_Conventional/Hybrid_AS8
,VOLVO,XC60 T6 AWD,Suv - Small,Conventional/Hybrid,2.0,4,,AS8,Z,,11.7,8.7,10.4,27,,,,,,,244,,,VOLVO_XC60 T6 AWD_Suv - Small_Conventional/Hybrid_AS8
,VOLVO,XC90 T6 AWD,Suv - Standard,Conventional/Hybrid,2.0,4,,AS8,Z,,11.5,9.6,10.6,27,,,,,,,249,,,VOLVO_XC90 T6 AWD_Suv - Standard_Conventional/Hybrid_AS8
,ACURA,RLX HYBRID,Mid-Size,Conventional/Hybrid,3.5,6,,AM7,Z,,8.4,8.2,8.4,34,,,,,,,196,,,ACURA_RLX HYBRID_Mid-Size_Conventional/Hybrid_AM7
,ACURA,TLX,Compact,Conventional/Hybrid,2.4,4,,AM8,Z,,10.0,7.1,8.7,32,,,,,,,205,,,ACURA_TLX_Compact_Conventional/Hybrid_AM8
,ACURA,TLX A-SPEC,Compact,Conventional/Hybrid,2.4,4,,AM8,Z,,10.2,7.4,8.9,32,,,,,,,209,,,ACURA_TLX A-SPEC_Compact_Conventional/Hybrid_AM8
,ACURA,TLX SH-AWD,Compact,Conventional/Hybrid,3.5,6,,AS9,Z,,11.4,7.7,9.8,29,,,,,,,228,,,ACURA_TLX SH-AWD_Compact_Conventional/Hybrid_AS9
,ACURA,TLX SH-AWD A-SPEC,Compact,Conventional/Hybrid,3.5,6,,AS9,Z,,12.0,8.2,10.3,27,,,,,,,240,,,ACURA_TLX SH-AWD A-SPEC_Compact_Conventional/Hybrid_AS9
,ALFA ROMEO,4C COUPE,Two-Seater,Conventional/Hybrid,1.8,4,,AM6,Z,,9.7,6.9,8.4,34,,,,,,,197,,,ALFA ROMEO_4C COUPE_Two-Seater_Conventional/Hybrid_AM6
,ALFA ROMEO,STELVIO AWD,Suv - Small,Conventional/Hybrid,2.0,4,,A8,Z,,10.8,8.3,9.6,29,,,,,,,226,,,ALFA ROMEO_STELVIO AWD_Suv - Small_Conventional/Hybrid_A8
,ALFA ROMEO,STELVIO QUADRIFOGLIO,Suv - Small,Conventional/Hybrid,2.9,6,,A8,Z,,14.1,10.4,12.4,23,,,,,,,292,,,ALFA ROMEO_STELVIO QUADRIFOGLIO_Suv - Small_Conventional/Hybrid_A8
,ASTON MARTIN,DB11 V8,Minicompact,Conventional/Hybrid,4.0,8,,A8,Z,,13.0,9.8,11.5,25,,,,,,,271,,,ASTON MARTIN_DB11 V8_Minicompact_Conventional/Hybrid_A8
,ASTON MARTIN,RAPIDE S,Subcompact,Conventional/Hybrid,6.0,12,,A8,Z,,16.7,10.9,14.1,20,,,,,,,332,,,ASTON MARTIN_RAPIDE S_Subcompact_Conventional/Hybrid_A8
,ASTON MARTIN,VANQUISH,Minicompact,Conventional/Hybrid,6.0,12,,A8,Z,,17.5,11.4,14.7,19,,,,,,,346,,,ASTON MARTIN_VANQUISH_Minicompact_Conventional/Hybrid_A8
,AUDI,A4,Compact,Conventional/Hybrid,2.0,4,,AM7,Z,,8.6,6.4,7.6,37,,,,,,,177,,,AUDI_A4_Compact_Conventional/Hybrid_AM7
,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,2.0,4,,AM7,Z,,10.0,7.0,8.7,32,,,,,,,203,,,AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_AM7
,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,2.0,4,,M6,Z,,9.9,7.1,8.7,32,,,,,,,204,,,AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_M6
,AUDI,A4 ALLROAD QUATTRO,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AM7,Z,,10.5,7.9,9.3,30,,,,,,,217,,,AUDI_A4 ALLROAD QUATTRO_Station Wagon - Small_Conventional/Hybrid_AM7
,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,AM7,Z,,10.0,7.0,8.7,32,,,,,,,203,,,AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_AM7
,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,M6,Z,,9.9,7.1,8.7,32,,,,,,,204,,,AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_M6
,AUDI,A5 CABRIOLET QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,AM7,Z,,10.0,7.0,8.7,32,,,,,,,203,,,AUDI_A5 CABRIOLET QUATTRO_Subcompact_Conventional/Hybrid_AM7
,AUDI,A5 SPORTBACK QUATTRO,Mid-Size,Conventional/Hybrid,2.0,4,,AM7,Z,,10.0,7.0,8.7,32,,,,,,,203,,,AUDI_A5 SPORTBACK QUATTRO_Mid-Size_Conventional/Hybrid_AM7
,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.6,7.5,9.2,31,,,,,,,216,,,AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,11.5,8.2,10.0,28,,,,,,,235,,,AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A7 QUATTRO,Mid-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,11.5,8.2,10.0,28,,,,,,,235,,,AUDI_A7 QUATTRO_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A8,Full-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,12.6,8.0,10.5,27,,,,,,,247,,,AUDI_A8_Full-Size_Conventional/Hybrid_AS8
,AUDI,A8,Full-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,15.1,9.1,12.4,23,,,,,,,290,,,AUDI_A8_Full-Size_Conventional/Hybrid_AS8
,AUDI,A8L,Full-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,15.1,9.1,12.4,23,,,,,,,290,,,AUDI_A8L_Full-Size_Conventional/Hybrid_AS8
,AUDI,Q3,Compact,Conventional/Hybrid,2.0,4,,AS6,Z,,11.6,8.3,10.1,28,,,,,,,236,,,AUDI_Q3_Compact_Conventional/Hybrid_AS6
,AUDI,Q5,Suv - Small,Conventional/Hybrid,2.0,4,,AS7,Z,,10.4,8.6,9.6,29,,,,,,,226,,,AUDI_Q5_Suv - Small_Conventional/Hybrid_AS7
,AUDI,Q7,Suv - Standard,Conventional/Hybrid,2.0,4,,AS8,Z,,12.2,9.5,11.0,26,,,,,,,258,,,AUDI_Q7_Suv - Standard_Conventional/Hybrid_AS8
,AUDI,R8,Two-Seater,Conventional/Hybrid,5.2,10,,AM7,Z,,16.0,9.5,13.1,22,,,,,,,304,,,AUDI_R8_Two-Seater_Conventional/Hybrid_AM7
,AUDI,R8 QUATTRO,Two-Seater,Conventional/Hybrid,5.2,10,,AM7,Z,,17.1,11.3,14.5,19,,,,,,,338,,,AUDI_R8 QUATTRO_Two-Seater_Conventional/Hybrid_AM7
,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,5.2,10,,AM7,Z,,17.1,11.3,14.5,19,,,,,,,338,,,AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_AM7
,AUDI,RS 3,Subcompact,Conventional/Hybrid,2.5,5,,AM7,Z,,12.4,8.3,10.5,27,,,,,,,248,,,AUDI_RS 3_Subcompact_Conventional/Hybrid_AM7
,AUDI,RS 5,Subcompact,Conventional/Hybrid,2.9,6,,AM8,Z,,12.9,8.9,11.1,25,,,,,,,260,,,AUDI_RS 5_Subcompact_Conventional/Hybrid_AM8
,AUDI,RS 7,Mid-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,17.0,9.6,13.7,21,,,,,,,318,,,AUDI_RS 7_Mid-Size_Conventional/Hybrid_AS8
,AUDI,S3,Subcompact,Conventional/Hybrid,2.0,4,,AM7,Z,,10.6,8.3,9.6,29,,,,,,,223,,,AUDI_S3_Subcompact_Conventional/Hybrid_AM7
,AUDI,S4,Compact,Conventional/Hybrid,3.0,6,,AM8,Z,,11.5,8.0,9.9,29,,,,,,,232,,,AUDI_S4_Compact_Conventional/Hybrid_AM8
,AUDI,S5,Subcompact,Conventional/Hybrid,3.0,6,,AM8,Z,,11.5,8.0,9.9,29,,,,,,,232,,,AUDI_S5_Subcompact_Conventional/Hybrid_AM8
,AUDI,S5 CABRIOLET,Subcompact,Conventional/Hybrid,3.0,6,,AM8,Z,,11.9,8.1,10.2,28,,,,,,,239,,,AUDI_S5 CABRIOLET_Subcompact_Conventional/Hybrid_AM8
,AUDI,S5 SPORTBACK,Mid-Size,Conventional/Hybrid,3.0,6,,AM8,Z,,11.5,8.0,9.9,29,,,,,,,232,,,AUDI_S5 SPORTBACK_Mid-Size_Conventional/Hybrid_AM8
,AUDI,S6,Mid-Size,Conventional/Hybrid,4.0,8,,AM7,Z,,15.0,10.0,12.8,22,,,,,,,298,,,AUDI_S6_Mid-Size_Conventional/Hybrid_AM7
,AUDI,S7,Mid-Size,Conventional/Hybrid,4.0,8,,AM7,Z,,15.0,10.0,12.8,22,,,,,,,298,,,AUDI_S7_Mid-Size_Conventional/Hybrid_AM7
,AUDI,S8,Mid-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,16.2,9.9,13.4,21,,,,,,,313,,,AUDI_S8_Mid-Size_Conventional/Hybrid_AS8
,AUDI,SQ5,Suv - Small,Conventional/Hybrid,3.0,6,,AM8,Z,,12.7,10.0,11.5,25,,,,,,,270,,,AUDI_SQ5_Suv - Small_Conventional/Hybrid_AM8
,AUDI,TT RS,Subcompact,Conventional/Hybrid,2.5,5,,AM7,Z,,12.3,8.2,10.5,27,,,,,,,245,,,AUDI_TT RS_Subcompact_Conventional/Hybrid_AM7
,AUDI,TTS COUPE,Subcompact,Conventional/Hybrid,2.0,4,,AM6,Z,,10.3,8.6,9.5,30,,,,,,,222,,,AUDI_TTS COUPE_Subcompact_Conventional/Hybrid_AM6
,BENTLEY,CONTINENTAL GT CONVERTIBLE,Compact,Conventional/Hybrid,6.0,12,,AS8,Z,,20.4,12.0,16.6,17,,,,,,,389,,,BENTLEY_CONTINENTAL GT CONVERTIBLE_Compact_Conventional/Hybrid_AS8
,BENTLEY,CONTINENTAL SUPERSPORTS,Compact,Conventional/Hybrid,6.0,12,,AS8,Z,,20.4,12.0,16.6,17,,,,,,,389,,,BENTLEY_CONTINENTAL SUPERSPORTS_Compact_Conventional/Hybrid_AS8
,BENTLEY,FLYING SPUR,Mid-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,18.8,10.7,15.1,19,,,,,,,353,,,BENTLEY_FLYING SPUR_Mid-Size_Conventional/Hybrid_AS8
,BENTLEY,FLYING SPUR,Mid-Size,Conventional/Hybrid,6.0,12,,AS8,Z,,20.4,12.0,16.6,17,,,,,,,389,,,BENTLEY_FLYING SPUR_Mid-Size_Conventional/Hybrid_AS8
,BENTLEY,MULSANNE,Mid-Size,Conventional/Hybrid,6.8,8,,AS8,Z,,20.9,13.0,17.3,16,,,,,,,405,,,BENTLEY_MULSANNE_Mid-Size_Conventional/Hybrid_AS8
,BMW,230i xDRIVE CABRIOLET,Subcompact,Conventional/Hybrid,2.0,4,,AS8,Z,,10.2,7.2,8.9,32,,,,,,,208,,,BMW_230i xDRIVE CABRIOLET_Subcompact_Conventional/Hybrid_AS8
,BMW,230i xDRIVE COUPE,Subcompact,Conventional/Hybrid,2.0,4,,AS8,Z,,9.9,7.1,8.6,33,,,,,,,202,,,BMW_230i xDRIVE COUPE_Subcompact_Conventional/Hybrid_AS8
,BMW,328d xDRIVE,Compact,Conventional/Hybrid,2.0,4,,AS8,D,,7.8,5.9,7.0,40,,,,,,,184,,,BMW_328d xDRIVE_Compact_Conventional/Hybrid_AS8
,BMW,328d xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,D,,7.8,5.9,7.0,40,,,,,,,184,,,BMW_328d xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_AS8
,BMW,330i xDRIVE,Compact,Conventional/Hybrid,2.0,4,,AS8,Z,,10.2,7.2,8.9,32,,,,,,,208,,,BMW_330i xDRIVE_Compact_Conventional/Hybrid_AS8
,BMW,330i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.2,7.2,8.9,32,,,,,,,208,,,BMW_330i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_AS8
,BMW,330i xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,Z,,10.2,7.2,8.9,32,,,,,,,208,,,BMW_330i xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_AS8
,BMW,340i,Compact,Conventional/Hybrid,3.0,6,,AS8,Z,,9.2,6.2,7.8,36,,,,,,,183,,,BMW_340i_Compact_Conventional/Hybrid_AS8
,BMW,340i,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,12.1,8.1,10.3,27,,,,,,,240,,,BMW_340i_Compact_Conventional/Hybrid_M6
,BMW,340i xDRIVE,Compact,Conventional/Hybrid,3.0,6,,AS8,Z,,11.1,7.5,9.5,30,,,,,,,223,,,BMW_340i xDRIVE_Compact_Conventional/Hybrid_AS8
,BMW,340i xDRIVE,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,12.2,8.4,10.5,27,,,,,,,245,,,BMW_340i xDRIVE_Compact_Conventional/Hybrid_M6
,BMW,340i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,11.8,7.9,10.0,28,,,,,,,235,,,BMW_340i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_AS8
,BMW,430i xDRIVE CABRIOLET,Subcompact,Conventional/Hybrid,2.0,4,,AS8,Z,,10.7,7.3,9.1,31,,,,,,,214,,,BMW_430i xDRIVE CABRIOLET_Subcompact_Conventional/Hybrid_AS8
,BMW,430i xDRIVE COUPE,Compact,Conventional/Hybrid,2.0,4,,AS8,Z,,10.2,7.2,8.9,32,,,,,,,208,,,BMW_430i xDRIVE COUPE_Compact_Conventional/Hybrid_AS8
,BMW,430i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,2.0,4,,AS8,Z,,10.2,7.2,8.9,32,,,,,,,208,,,BMW_430i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_AS8
,BMW,440i COUPE,Compact,Conventional/Hybrid,3.0,6,,AS8,Z,,9.2,6.2,7.8,36,,,,,,,183,,,BMW_440i COUPE_Compact_Conventional/Hybrid_AS8
,BMW,440i COUPE,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,12.1,8.1,10.3,27,,,,,,,240,,,BMW_440i COUPE_Compact_Conventional/Hybrid_M6
,BMW,440i xDRIVE CABRIOLET,Subcompact,Conventional/Hybrid,3.0,6,,AS8,Z,,11.8,7.9,10.0,28,,,,,,,235,,,BMW_440i xDRIVE CABRIOLET_Subcompact_Conventional/Hybrid_AS8
,BMW,440i xDRIVE COUPE,Compact,Conventional/Hybrid,3.0,6,,AS8,Z,,11.1,7.5,9.5,30,,,,,,,223,,,BMW_440i xDRIVE COUPE_Compact_Conventional/Hybrid_AS8
,BMW,440i xDRIVE COUPE,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,12.2,8.4,10.5,27,,,,,,,245,,,BMW_440i xDRIVE COUPE_Compact_Conventional/Hybrid_M6
,BMW,440i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,3.0,6,,AS8,Z,,11.1,7.5,9.5,30,,,,,,,223,,,BMW_440i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_AS8
,BMW,530i xDRIVE,Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,10.2,7.2,8.9,32,,,,,,,208,,,BMW_530i xDRIVE_Mid-Size_Conventional/Hybrid_AS8
,BMW,540i xDRIVE,Mid-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,11.6,8.1,10.0,28,,,,,,,236,,,BMW_540i xDRIVE_Mid-Size_Conventional/Hybrid_AS8
