Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating
,FORD,MUSTANG,Subcompact,Conventional/Hybrid,2.3,4.0,,AS6,X,,11.0,7.4,9.4,30.0,,,,,,,219,,
,FORD,MUSTANG,Subcompact,Conventional/Hybrid,2.3,4.0,,M6,X,,10.6,7.6,9.2,31.0,,,,,,,217,,
,FORD,MUSTANG,Subcompact,Conventional/Hybrid,3.7,6.0,,AS6,X,,12.6,8.5,10.7,26.0,,,,,,,253,,
,FORD,MUSTANG,Subcompact,Conventional/Hybrid,3.7,6.0,,M6,X,,13.6,8.4,11.2,25.0,,,,,,,264,,
,FORD,MUSTANG,Subcompact,Conventional/Hybrid,5.0,8.0,,AS6,X,,14.9,9.5,12.4,23.0,,,,,,,292,,
,FORD,MUSTANG,Subcompact,Conventional/Hybrid,5.0,8.0,,M6,X,,15.5,9.4,12.7,22.0,,,,,,,298,,
,FORD,MUSTANG CONVERTIBLE,Subcompact,Conventional/Hybrid,2.3,4.0,,AS6,X,,11.6,8.0,10.0,28.0,,,,,,,234,,
,FORD,MUSTANG CONVERTIBLE,Subcompact,Conventional/Hybrid,5.0,8.0,,AS6,X,,15.4,10.0,13.0,22.0,,,,,,,304,,
,FORD,SHELBY GT350 MUSTANG,Subcompact,Conventional/Hybrid,5.2,8.0,,M6,Z,,16.9,11.0,14.2,20.0,,,,,,,334,,
,FORD,T-150 WAGON,Van - Passenger,Conventional/Hybrid,3.5,6.0,,AS6,X,,16.1,12.7,14.6,19.0,,,,,,,342,,
,FORD,T-150 WAGON FFV,Van - Passenger,Conventional/Hybrid,3.7,6.0,,AS6,X,,16.8,13.2,15.2,19.0,,,,,,,356,,
,FORD,T-150 WAGON FFV,Van - Passenger,Conventional/Hybrid,3.7,6.0,,AS6,E,,23.1,18.6,21.0,13.0,,,,,,,345,,
,FORD,TAURUS,Full-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,11.8,8.1,10.1,28.0,,,,,,,237,,
,FORD,TAURUS FFV,Full-Size,Conventional/Hybrid,3.5,6.0,,AS6,X,,13.1,8.7,11.1,25.0,,,,,,,260,,
,FORD,TAURUS FFV,Full-Size,Conventional/Hybrid,3.5,6.0,,AS6,E,,17.6,11.6,14.9,19.0,,,,,,,248,,
,FORD,TAURUS AWD,Full-Size,Conventional/Hybrid,3.5,6.0,,AS6,X,,14.7,9.8,12.5,23.0,,,,,,,293,,
,FORD,TAURUS FFV AWD,Full-Size,Conventional/Hybrid,3.5,6.0,,AS6,X,,13.6,9.8,12.4,23.0,,,,,,,291,,
,FORD,TAURUS FFV AWD,Full-Size,Conventional/Hybrid,3.5,6.0,,AS6,E,,18.7,13.3,16.3,17.0,,,,,,,271,,
,FORD,TRANSIT CONNECT VAN,Special Purpose Vehicle,Conventional/Hybrid,1.6,4.0,,AS6,X,,10.8,8.0,9.5,30.0,,,,,,,223,,
,FORD,TRANSIT CONNECT VAN,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,X,,11.9,8.6,10.4,27.0,,,,,,,243,,
,FORD,TRANSIT CONNECT VAN FFV,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,X,,11.9,8.6,10.4,27.0,,,,,,,243,,
,FORD,TRANSIT CONNECT VAN FFV,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,E,,16.1,11.8,14.2,20.0,,,,,,,233,,
,FORD,TRANSIT CONNECT WAGON,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,X,,12.4,8.7,10.7,26.0,,,,,,,252,,
,FORD,TRANSIT CONNECT WAGON FFV,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,X,,12.4,8.7,10.7,26.0,,,,,,,252,,
,FORD,TRANSIT CONNECT WAGON FFV,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,E,,16.8,12.0,14.6,19.0,,,,,,,240,,
,FORD,TRANSIT CONNECT WAGON LWB,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,X,,12.4,8.7,10.7,26.0,,,,,,,252,,
,FORD,TRANSIT CONNECT WAGON LWB FFV,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,X,,12.4,8.7,10.7,26.0,,,,,,,252,,
,FORD,TRANSIT CONNECT WAGON LWB FFV,Special Purpose Vehicle,Conventional/Hybrid,2.5,4.0,,AS6,E,,16.8,12.0,14.6,19.0,,,,,,,240,,
,GMC,ACADIA,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A6,X,,15.8,10.6,13.4,21.0,,,,,,,315,,
,GMC,ACADIA AWD,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A6,X,,16.1,10.8,13.7,21.0,,,,,,,323,,
,GMC,CANYON,Pickup Truck - Small,Conventional/Hybrid,2.5,4.0,,A6,X,,11.9,8.9,10.5,27.0,,,,,,,247,,
,GMC,CANYON,Pickup Truck - Small,Conventional/Hybrid,2.5,4.0,,M6,X,,12.2,9.1,10.8,26.0,,,,,,,253,,
,GMC,CANYON,Pickup Truck - Small,Conventional/Hybrid,2.8,4.0,,A6,D,,10.8,7.7,9.4,30.0,,,,,,,252,,
,GMC,CANYON,Pickup Truck - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,13.0,9.2,11.3,25.0,,,,,,,265,,
,GMC,CANYON 4WD,Pickup Truck - Small,Conventional/Hybrid,2.5,4.0,,A6,X,,12.7,9.6,11.3,25.0,,,,,,,265,,
,GMC,CANYON 4WD,Pickup Truck - Small,Conventional/Hybrid,2.8,4.0,,A6,D,,12.0,8.2,10.3,27.0,,,,,,,277,,
,GMC,CANYON 4WD,Pickup Truck - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,13.6,9.9,11.9,24.0,,,,,,,279,,
,GMC,SAVANA 2500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,X,,22.0,14.9,18.8,15.0,,,,,,,441,,
,GMC,SAVANA 3500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,X,,23.0,16.0,19.8,14.0,,,,,,,465,,
,GMC,SIERRA,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,14.6,10.4,12.7,22.0,,,,,,,298,,
,GMC,SIERRA,Pickup Truck - Standard,Conventional/Hybrid,6.2,8.0,,A8,Z,,16.1,11.4,14.0,20.0,,,,,,,327,,
,GMC,SIERRA FFV,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,X,,13.5,10.0,11.9,24.0,,,,,,,280,,
,GMC,SIERRA FFV,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,E,,19.3,14.4,17.1,17.0,,,,,,,284,,
,GMC,SIERRA FFV,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,14.6,10.4,12.7,22.0,,,,,,,298,,
,GMC,SIERRA FFV,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,19.9,14.0,17.2,16.0,,,,,,,286,,
,GMC,SIERRA 4WD,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.0,10.7,13.1,22.0,,,,,,,307,,
,GMC,SIERRA 4WD,Pickup Truck - Standard,Conventional/Hybrid,6.2,8.0,,A8,Z,,16.3,11.6,14.2,20.0,,,,,,,332,,
,GMC,SIERRA 4WD FFV,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,X,,14.2,10.7,12.6,22.0,,,,,,,296,,
,GMC,SIERRA 4WD FFV,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,E,,20.3,15.3,18.1,16.0,,,,,,,301,,
,GMC,SIERRA 4WD FFV,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.0,10.7,13.1,22.0,,,,,,,306,,
,GMC,SIERRA 4WD FFV,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,20.5,14.4,17.8,16.0,,,,,,,295,,
,GMC,SIERRA eASSIST 4WD,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A8,X,,14.4,11.2,13.0,22.0,,,,,,,304,,
,GMC,TERRAIN,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,10.5,7.3,9.1,31.0,,,,,,,214,,
,GMC,TERRAIN,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,14.2,9.5,12.1,23.0,,,,,,,285,,
,GMC,TERRAIN FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,10.5,7.3,9.1,31.0,,,,,,,214,,
,GMC,TERRAIN FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,E,,15.6,10.8,13.4,21.0,,,,,,,221,,
,GMC,TERRAIN AWD,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,11.5,8.2,10.0,28.0,,,,,,,235,,
,GMC,TERRAIN AWD,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,14.9,10.1,12.8,22.0,,,,,,,300,,
,GMC,YUKON,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.1,10.4,13.0,22.0,,,,,,,304,,
,GMC,YUKON FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.1,10.4,13.0,22.0,,,,,,,304,,
,GMC,YUKON FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,20.5,14.0,17.6,16.0,,,,,,,288,,
,GMC,YUKON 4WD,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.2,10.8,13.2,21.0,,,,,,,310,,
,GMC,YUKON 4WD,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A8,Z,,15.9,11.1,13.8,20.0,,,,,,,323,,
,GMC,YUKON 4WD FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.2,10.8,13.2,21.0,,,,,,,310,,
,GMC,YUKON 4WD FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,20.9,14.5,18.0,16.0,,,,,,,300,,
,GMC,YUKON XL,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.1,10.4,13.0,22.0,,,,,,,304,,
,GMC,YUKON XL FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.1,10.4,13.0,22.0,,,,,,,304,,
,GMC,YUKON XL FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,20.5,14.0,17.6,16.0,,,,,,,288,,
,GMC,YUKON XL 4WD,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.4,10.8,13.3,21.0,,,,,,,312,,
,GMC,YUKON XL 4WD,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A8,Z,,16.4,11.7,14.3,20.0,,,,,,,334,,
,GMC,YUKON XL 4WD FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,15.4,10.8,13.3,21.0,,,,,,,312,,
,GMC,YUKON XL 4WD FFV,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,22.2,15.3,19.1,15.0,,,,,,,317,,
,HONDA,ACCORD,Mid-Size,Conventional/Hybrid,2.4,4.0,,M6,X,,10.3,7.2,8.9,32.0,,,,,,,207,,
,HONDA,ACCORD COUPE,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS6,X,,11.4,7.3,9.5,30.0,,,,,,,223,,
,HONDA,ACCORD COUPE,Mid-Size,Conventional/Hybrid,3.5,6.0,,M6,X,,12.9,8.3,10.9,26.0,,,,,,,253,,
,HONDA,ACCORD SEDAN,Mid-Size,Conventional/Hybrid,2.4,4.0,,AV,X,,8.6,6.4,7.6,37.0,,,,,,,177,,
,HONDA,ACCORD SEDAN,Mid-Size,Conventional/Hybrid,3.5,6.0,,A6,X,,11.3,7.0,9.4,30.0,,,,,,,219,,
,HONDA,ACCORD SPORT,Mid-Size,Conventional/Hybrid,2.4,4.0,,AV7,X,,9.1,6.8,8.0,35.0,,,,,,,187,,
,HONDA,CIVIC COUPE,Compact,Conventional/Hybrid,1.5,4.0,,AV,X,,7.5,5.6,6.7,42.0,,,,,,,155,,
,HONDA,CIVIC COUPE,Compact,Conventional/Hybrid,2.0,4.0,,AV,X,,7.8,5.8,6.9,41.0,,,,,,,162,,
,HONDA,CIVIC COUPE,Compact,Conventional/Hybrid,2.0,4.0,,M6,X,,8.9,6.1,7.7,37.0,,,,,,,179,,
,HONDA,CIVIC SEDAN,Mid-Size,Conventional/Hybrid,1.5,4.0,,AV,X,,7.6,5.5,6.7,42.0,,,,,,,157,,
,HONDA,CIVIC SEDAN,Mid-Size,Conventional/Hybrid,2.0,4.0,,AV,X,,7.8,5.8,6.9,41.0,,,,,,,162,,
,HONDA,CIVIC SEDAN,Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,8.8,5.9,7.5,38.0,,,,,,,176,,
,HONDA,CR-V,Suv - Small,Conventional/Hybrid,2.4,4.0,,AV,X,,8.8,6.9,7.9,36.0,,,,,,,186,,
,HONDA,CR-V AWD,Suv - Small,Conventional/Hybrid,2.4,4.0,,AV,X,,9.5,7.5,8.6,33.0,,,,,,,202,,
,HONDA,CR-Z,Two-Seater,Conventional/Hybrid,1.5,4.0,,AV7,X,,7.0,6.4,6.8,42.0,,,,,,,157,,
,HONDA,CR-Z,Two-Seater,Conventional/Hybrid,1.5,4.0,,M6,X,,7.9,6.5,7.3,39.0,,,,,,,169,,
,HONDA,FIT,Station Wagon - Small,Conventional/Hybrid,1.5,4.0,,AV,X,,7.0,5.7,6.4,44.0,,,,,,,150,,
,HONDA,FIT,Station Wagon - Small,Conventional/Hybrid,1.5,4.0,,AV7,X,,7.3,6.1,6.8,42.0,,,,,,,158,,
,HONDA,FIT,Station Wagon - Small,Conventional/Hybrid,1.5,4.0,,M6,X,,8.1,6.4,7.3,39.0,,,,,,,171,,
,HONDA,HR-V,Suv - Small,Conventional/Hybrid,1.8,4.0,,AV,X,,8.3,6.7,7.6,37.0,,,,,,,177,,
,HONDA,HR-V,Suv - Small,Conventional/Hybrid,1.8,4.0,,AV7,X,,8.3,6.7,7.6,37.0,,,,,,,177,,
,HONDA,HR-V,Suv - Small,Conventional/Hybrid,1.8,4.0,,M6,X,,9.3,7.0,8.3,34.0,,,,,,,193,,
,HONDA,HR-V AWD,Suv - Small,Conventional/Hybrid,1.8,4.0,,AV,X,,8.8,7.2,8.1,35.0,,,,,,,190,,
,HONDA,HR-V AWD,Suv - Small,Conventional/Hybrid,1.8,4.0,,AV7,X,,8.8,7.2,8.1,35.0,,,,,,,190,,
,HONDA,ODYSSEY,Minivan,Conventional/Hybrid,3.5,6.0,,A6,X,,12.3,8.5,10.6,27.0,,,,,,,250,,
,HONDA,PILOT,Suv - Small,Conventional/Hybrid,3.5,6.0,,A6,X,,12.4,8.8,10.8,26.0,,,,,,,253,,
,HONDA,PILOT AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,A6,X,,13.0,9.3,11.3,25.0,,,,,,,265,,
,HONDA,PILOT AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS9,X,,12.4,9.3,11.0,26.0,,,,,,,257,,
,HYUNDAI,ACCENT,Compact,Conventional/Hybrid,1.6,4.0,,AS6,X,,8.9,6.3,7.7,37.0,,,,,,,179,,
,HYUNDAI,ACCENT,Compact,Conventional/Hybrid,1.6,4.0,,M6,X,,8.7,6.3,7.6,37.0,,,,,,,176,,
,HYUNDAI,ELANTRA,Mid-Size,Conventional/Hybrid,1.8,4.0,,AS6,X,,8.5,6.3,7.5,38.0,,,,,,,176,,
,HYUNDAI,ELANTRA,Mid-Size,Conventional/Hybrid,1.8,4.0,,M6,X,,8.8,6.4,7.7,37.0,,,,,,,180,,
,HYUNDAI,ELANTRA,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.7,6.7,8.3,34.0,,,,,,,194,,
,HYUNDAI,ELANTRA,Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,9.8,7.0,8.5,33.0,,,,,,,198,,
,HYUNDAI,ELANTRA GT,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.8,7.2,8.6,33.0,,,,,,,203,,
,HYUNDAI,ELANTRA GT,Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,9.8,7.1,8.6,33.0,,,,,,,202,,
,HYUNDAI,EQUUS,Full-Size,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.8,10.2,13.3,21.0,,,,,,,312,,
,HYUNDAI,GENESIS AWD,Full-Size,Conventional/Hybrid,3.8,6.0,,AS8,X,,14.4,9.4,12.1,23.0,,,,,,,285,,
,HYUNDAI,GENESIS AWD,Full-Size,Conventional/Hybrid,5.0,8.0,,AS8,Z,,17.3,10.5,14.2,20.0,,,,,,,332,,
,HYUNDAI,GENESIS COUPE,Subcompact,Conventional/Hybrid,3.8,6.0,,AS8,Z,,14.4,9.5,12.2,23.0,,,,,,,284,,
,HYUNDAI,GENESIS COUPE,Subcompact,Conventional/Hybrid,3.8,6.0,,M6,Z,,14.1,9.6,12.1,23.0,,,,,,,283,,
,HYUNDAI,SANTA FE,Suv - Small,Conventional/Hybrid,3.3,6.0,,AS6,X,,12.9,9.4,11.3,25.0,,,,,,,265,,
,HYUNDAI,SANTA FE AWD,Suv - Small,Conventional/Hybrid,3.3,6.0,,AS6,X,,13.0,9.7,11.5,25.0,,,,,,,269,,
,HYUNDAI,SANTA FE SPORT,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,11.7,8.7,10.3,27.0,,,,,,,239,,
,HYUNDAI,SANTA FE SPORT AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.9,9.7,11.5,25.0,,,,,,,266,,
,HYUNDAI,SANTA FE SPORT AWD,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,12.5,9.3,11.1,25.0,,,,,,,257,,
,HYUNDAI,SANTA FE ULTIMATE AWD,Suv - Small,Conventional/Hybrid,3.3,6.0,,AS6,X,,13.9,10.8,12.5,23.0,,,,,,,295,,
,HYUNDAI,SONATA,Full-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.4,7.4,9.1,31.0,,,,,,,214,,
,HYUNDAI,SONATA,Full-Size,Conventional/Hybrid,2.4,4.0,,AS6,X,,9.4,6.5,8.1,35.0,,,,,,,191,,
,HYUNDAI,SONATA SPORT/LIMITED,Full-Size,Conventional/Hybrid,2.4,4.0,,AS6,X,,10.0,7.0,8.6,33.0,,,,,,,204,,
,HYUNDAI,SONATA HYBRID,Mid-Size,Conventional/Hybrid,2.0,4.0,,AM6,X,,5.9,5.3,5.6,50.0,,,,,,,133,,
,HYUNDAI,SONATA HYBRID LIMITED,Mid-Size,Conventional/Hybrid,2.0,4.0,,AM6,X,,6.0,5.5,5.8,49.0,,,,,,,136,,
,HYUNDAI,TUCSON,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.1,7.6,9.0,31.0,,,,,,,211,,
,HYUNDAI,TUCSON AWD,Suv - Small,Conventional/Hybrid,1.6,4.0,,AM7,X,,9.9,8.4,9.2,31.0,,,,,,,219,,
,HYUNDAI,TUCSON AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,11.0,9.0,10.1,28.0,,,,,,,240,,
,HYUNDAI,VELOSTER,Compact,Conventional/Hybrid,1.6,4.0,,AM6,X,,8.3,6.5,7.5,38.0,,,,,,,177,,
,HYUNDAI,VELOSTER,Compact,Conventional/Hybrid,1.6,4.0,,M6,X,,8.8,6.7,7.8,36.0,,,,,,,186,,
,HYUNDAI,VELOSTER TURBO,Compact,Conventional/Hybrid,1.6,4.0,,AM6,X,,8.9,7.1,8.1,35.0,,,,,,,191,,
,HYUNDAI,VELOSTER TURBO,Compact,Conventional/Hybrid,1.6,4.0,,M6,X,,9.4,7.0,8.3,34.0,,,,,,,197,,
,INFINITI,Q50,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS7,Z,,10.2,7.7,9.1,31.0,,,,,,,214,,
,INFINITI,Q50,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.1,8.1,10.3,27.0,,,,,,,242,,
,INFINITI,Q50 AWD,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS7,Z,,10.6,8.4,9.6,29.0,,,,,,,226,,
,INFINITI,Q50 AWD,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.3,8.5,10.6,27.0,,,,,,,249,,
,INFINITI,Q50S AWD,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.9,9.0,11.1,25.0,,,,,,,262,,
,INFINITI,Q50S RED SPORT,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS7,Z,,11.8,8.8,10.5,27.0,,,,,,,247,,
,INFINITI,Q50S RED SPORT AWD,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS7,Z,,12.3,9.1,10.8,26.0,,,,,,,256,,
,INFINITI,Q50 HYBRID,Compact,Conventional/Hybrid,3.5,6.0,,AS7,Z,,8.4,6.9,7.7,37.0,,,,,,,181,,
,INFINITI,Q50 HYBRID AWD,Compact,Conventional/Hybrid,3.5,6.0,,AS7,Z,,8.7,7.6,8.2,34.0,,,,,,,193,,
,INFINITI,Q70 AWD,Mid-Size,Conventional/Hybrid,3.7,6.0,,AS7,Z,,13.2,9.7,11.6,24.0,,,,,,,274,,
,INFINITI,Q70 AWD,Mid-Size,Conventional/Hybrid,5.6,8.0,,AS7,Z,,14.9,10.2,12.8,22.0,,,,,,,300,,
,INFINITI,Q70 HYBRID,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS7,Z,,8.0,6.9,7.5,38.0,,,,,,,177,,
,INFINITI,QX50 AWD,Station Wagon - Small,Conventional/Hybrid,3.7,6.0,,AS7,Z,,13.7,9.7,11.9,24.0,,,,,,,279,,
,INFINITI,QX60,Suv - Small,Conventional/Hybrid,3.5,6.0,,AV7,Z,,11.8,8.5,10.3,27.0,,,,,,,242,,
,INFINITI,QX60 AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AV7,Z,,12.2,8.9,10.7,26.0,,,,,,,252,,
,INFINITI,QX60 HYBRID AWD,Suv - Standard,Conventional/Hybrid,2.5,4.0,,AV7,X,,8.9,8.4,8.7,32.0,,,,,,,204,,
,INFINITI,QX70 AWD,Suv - Small,Conventional/Hybrid,3.7,6.0,,AS7,Z,,14.5,10.7,12.8,22.0,,,,,,,301,,
,INFINITI,QX80 4WD,Suv - Standard,Conventional/Hybrid,5.6,8.0,,AS7,Z,,17.4,12.2,15.1,19.0,,,,,,,354,,
,JAGUAR,F-TYPE CONVERTIBLE,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.1,8.5,10.5,27.0,,,,,,,246,,
,JAGUAR,F-TYPE CONVERTIBLE,Two-Seater,Conventional/Hybrid,3.0,6.0,,M6,Z,,14.9,9.8,12.6,22.0,,,,,,,296,,
,JAGUAR,F-TYPE COUPE,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.1,8.5,10.5,27.0,,,,,,,246,,
,JAGUAR,F-TYPE COUPE,Two-Seater,Conventional/Hybrid,3.0,6.0,,M6,Z,,14.9,9.8,12.6,22.0,,,,,,,296,,
,JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,Two-Seater,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.0,10.2,12.8,22.0,,,,,,,302,,
,JAGUAR,F-TYPE R AWD CONVERTIBLE,Two-Seater,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.7,10.4,13.3,21.0,,,,,,,311,,
,JAGUAR,F-TYPE R AWD COUPE,Two-Seater,Conventional/Hybrid,5.0,8.0,,AS6,Z,,15.7,10.4,13.3,21.0,,,,,,,311,,
,JAGUAR,F-TYPE S CONVERTIBLE,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.5,8.7,10.8,26.0,,,,,,,254,,
,JAGUAR,F-TYPE S CONVERTIBLE,Two-Seater,Conventional/Hybrid,3.0,6.0,,M6,Z,,15.3,9.9,12.9,22.0,,,,,,,302,,
,JAGUAR,F-TYPE S CONVERTIBLE AWD,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.0,9.1,11.3,25.0,,,,,,,264,,
,JAGUAR,F-TYPE S COUPE,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.5,8.7,10.8,26.0,,,,,,,254,,
,JAGUAR,F-TYPE S COUPE,Two-Seater,Conventional/Hybrid,3.0,6.0,,M6,Z,,15.3,9.9,12.9,22.0,,,,,,,302,,
,JAGUAR,F-TYPE S COUPE AWD,Two-Seater,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.0,9.1,11.3,25.0,,,,,,,264,,
,JAGUAR,XF AWD ,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,11.9,8.3,10.3,27.0,,,,,,,241,,
,JAGUAR,XJ R-SPORT 3.0 AWD,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.0,8.9,11.7,24.0,,,,,,,275,,
,JAGUAR,XJL 3.0 AWD PORTFOLIO,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.1,9.3,11.9,24.0,,,,,,,279,,
,JAGUAR,XJR,Full-Size,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.8,10.2,13.3,21.0,,,,,,,313,,
,JAGUAR,XJR LWB,Full-Size,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.8,10.2,13.3,21.0,,,,,,,313,,
,JEEP,CHEROKEE,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,10.9,7.7,9.5,30.0,,,,,,,223,,
,JEEP,CHEROKEE FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,10.9,7.7,9.5,30.0,,,,,,,223,,
,JEEP,CHEROKEE FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,E,,15.2,10.2,12.9,22.0,,,,,,,213,,
,JEEP,CHEROKEE,Suv - Small,Conventional/Hybrid,3.2,6.0,,A9,X,,11.4,8.1,9.9,29.0,,,,,,,233,,
,JEEP,CHEROKEE 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,11.3,8.3,10.0,28.0,,,,,,,233,,
,JEEP,CHEROKEE 4X4 FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,11.3,8.3,10.0,28.0,,,,,,,233,,
,JEEP,CHEROKEE 4X4 FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,E,,15.9,11.0,13.7,21.0,,,,,,,226,,
,JEEP,CHEROKEE 4X4,Suv - Small,Conventional/Hybrid,3.2,6.0,,A9,X,,11.6,8.5,10.2,28.0,,,,,,,240,,
,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,11.4,8.6,10.1,28.0,,,,,,,238,,
,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,Suv - Small,Conventional/Hybrid,3.2,6.0,,A9,X,,12.5,8.9,10.9,26.0,,,,,,,256,,
